SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y
-0.138,-0.131,-0.233,-0.169,-0.117,-0.242,-0.144,-0.344,-0.223,-0.3,-0.11,-0.281,-0.218,-0.169,-0.186,-0.318,-0.292,-0.233,-0.102,-0.186
-0.279,0.0,-0.187,-0.263,-0.208,-0.294,-0.084,-0.114,-0.322,-0.347,-0.187,-0.141,-0.208,-0.165,-0.347,-0.279,-0.187,-0.187,-0.049,-0.165
-0.31,-0.035,-0.156,-0.213,-0.266,-0.384,-0.147,-0.255,-0.139,-0.332,-0.131,-0.171,-0.225,-0.103,-0.185,-0.237,-0.213,-0.26,-0.178,-0.139
-0.206,-0.068,-0.275,-0.319,-0.275,-0.262,-0.093,-0.236,-0.298,-0.275,-0.206,-0.137,-0.174,-0.19,-0.221,-0.309,-0.19,-0.174,-0.068,-0.156
-0.391,-0.094,-0.243,-0.226,-0.146,-0.303,-0.134,-0.259,-0.157,-0.296,-0.134,-0.168,-0.168,-0.134,-0.199,-0.243,-0.289,-0.303,-0.064,-0.108
-0.334,-0.081,-0.228,-0.235,-0.173,-0.319,-0.146,-0.235,-0.198,-0.303,-0.105,-0.155,-0.221,-0.173,-0.235,-0.235,-0.228,-0.268,-0.068,-0.206
-0.254,-0.09,-0.214,-0.32,-0.168,-0.241,-0.112,-0.266,-0.266,-0.32,-0.168,-0.132,-0.184,-0.241,-0.289,-0.3,-0.132,-0.214,-0.038,-0.168
-0.264,0.0,-0.238,-0.342,-0.219,-0.28,-0.1,-0.323,-0.264,-0.28,-0.166,-0.1,-0.238,-0.084,-0.288,-0.188,-0.128,-0.238,-0.115,-0.199
-0.389,-0.021,-0.118,-0.186,-0.221,-0.363,-0.036,-0.281,-0.17,-0.375,-0.178,-0.145,-0.154,-0.136,-0.136,-0.27,-0.162,-0.351,-0.063,-0.118
-0.312,-0.053,-0.297,-0.201,-0.19,-0.297,-0.091,-0.28,-0.212,-0.367,-0.107,-0.19,-0.223,-0.123,-0.152,-0.233,-0.243,-0.327,-0.03,-0.073
-0.38,-0.038,-0.199,-0.199,-0.112,-0.266,-0.09,-0.254,-0.241,-0.32,-0.168,-0.228,-0.254,-0.184,-0.214,-0.278,-0.168,-0.214,-0.132,-0.168
-0.377,0.0,-0.157,-0.342,-0.117,-0.354,-0.117,-0.117,-0.145,-0.425,-0.086,0.0,-0.293,-0.086,-0.335,-0.131,-0.181,-0.233,-0.102,-0.131
-0.323,-0.041,-0.243,-0.221,-0.205,-0.277,-0.041,-0.131,-0.243,-0.317,-0.151,-0.197,-0.228,-0.221,-0.243,-0.264,-0.221,-0.221,-0.197,-0.161
-0.364,-0.067,-0.257,-0.269,-0.152,-0.314,-0.113,-0.21,-0.053,-0.347,-0.113,-0.143,-0.186,-0.152,-0.36,-0.194,-0.152,-0.303,-0.022,-0.178
-0.284,-0.125,-0.309,-0.226,-0.216,-0.216,-0.154,-0.18,-0.204,-0.345,-0.074,-0.14,-0.257,-0.18,-0.266,-0.293,-0.109,-0.324,-0.054,-0.125
-0.217,-0.099,-0.217,-0.3,-0.233,-0.217,-0.233,-0.343,-0.288,-0.311,-0.144,-0.2,-0.183,-0.164,-0.123,-0.247,-0.164,-0.183,-0.144,-0.164
-0.357,-0.033,-0.224,-0.272,-0.142,-0.309,-0.117,-0.257,-0.192,-0.349,-0.09,-0.179,-0.224,-0.172,-0.224,-0.235,-0.199,-0.309,-0.046,-0.09
-0.262,-0.075,-0.234,-0.264,-0.141,-0.312,-0.141,-0.25,-0.228,-0.273,-0.108,-0.201,-0.267,-0.186,-0.247,-0.292,-0.19,-0.256,-0.057,-0.17
-0.345,-0.104,-0.186,-0.382,-0.25,-0.2,-0.061,-0.2,-0.282,-0.329,-0.083,-0.2,-0.2,-0.226,-0.186,-0.186,-0.156,-0.214,-0.104,-0.172
-0.262,-0.066,-0.286,-0.341,-0.16,-0.274,-0.066,-0.169,-0.312,-0.268,-0.091,-0.113,-0.25,-0.193,-0.291,-0.274,-0.177,-0.28,-0.022,-0.133
-0.237,0.0,-0.202,-0.278,-0.189,-0.258,-0.132,-0.287,-0.322,-0.278,-0.132,-0.162,-0.268,-0.057,-0.314,-0.147,-0.202,-0.305,-0.078,-0.202
-0.266,-0.078,-0.087,-0.213,-0.285,-0.32,-0.067,-0.281,-0.161,-0.367,-0.168,-0.146,-0.207,-0.194,-0.194,-0.271,-0.224,-0.311,-0.078,-0.139
-0.348,-0.089,-0.232,-0.218,-0.13,-0.356,-0.189,-0.065,-0.165,-0.285,-0.165,-0.1,-0.401,-0.238,-0.218,-0.257,-0.1,-0.197,-0.052,-0.173
-0.32,-0.029,-0.196,-0.227,-0.173,-0.227,-0.104,-0.265,-0.247,-0.282,-0.16,-0.207,-0.134,-0.217,-0.147,-0.313,-0.313,-0.313,-0.029,-0.173
-0.35,-0.046,-0.157,-0.207,-0.178,-0.339,-0.145,-0.198,-0.157,-0.339,-0.079,-0.178,-0.288,-0.207,-0.281,-0.207,-0.207,-0.266,-0.133,-0.108
-0.265,-0.085,-0.222,-0.271,-0.198,-0.35,-0.121,-0.319,-0.265,-0.313,-0.132,-0.23,-0.132,-0.142,-0.244,-0.251,-0.18,-0.214,0.0,-0.132
-0.265,-0.18,-0.283,-0.092,-0.204,-0.345,-0.092,-0.18,-0.246,-0.331,-0.154,0.0,-0.226,-0.204,-0.265,-0.265,-0.125,-0.3,-0.092,-0.204
-0.217,-0.06,-0.177,-0.23,-0.253,-0.299,-0.146,-0.274,-0.23,-0.294,-0.092,-0.258,-0.211,-0.138,-0.198,-0.334,-0.241,-0.247,-0.048,-0.177
-0.227,-0.068,-0.227,-0.234,-0.234,-0.327,-0.172,-0.26,-0.296,-0.355,-0.092,-0.189,-0.172,-0.145,-0.135,-0.272,-0.296,-0.234,-0.039,-0.092
-0.273,-0.021,-0.279,-0.295,-0.196,-0.25,-0.077,-0.243,-0.32,-0.315,-0.164,-0.18,-0.217,-0.188,-0.129,-0.224,-0.256,-0.196,-0.099,-0.196
-0.214,-0.234,-0.301,-0.234,-0.234,-0.214,-0.087,-0.33,-0.301,-0.378,-0.118,-0.145,-0.145,-0.214,-0.087,-0.234,-0.214,-0.145,-0.118,-0.145
-0.23,-0.11,-0.285,-0.309,-0.23,-0.199,-0.19,-0.279,-0.331,-0.341,-0.143,-0.223,-0.132,-0.11,-0.121,-0.215,-0.121,-0.285,-0.041,-0.19
-0.351,0.0,-0.326,-0.282,-0.19,-0.249,-0.05,-0.249,-0.249,-0.282,-0.05,-0.363,-0.116,-0.231,-0.249,-0.249,-0.168,-0.19,0.0,-0.05
-0.293,-0.052,-0.175,-0.323,-0.259,-0.162,-0.162,-0.293,-0.23,-0.38,-0.149,-0.162,-0.198,-0.187,-0.259,-0.175,-0.121,-0.301,-0.089,-0.089
-0.281,-0.113,-0.254,-0.231,-0.171,-0.237,-0.171,-0.199,-0.237,-0.319,-0.199,-0.243,-0.254,-0.163,-0.265,-0.199,-0.185,-0.265,-0.13,-0.093
-0.321,-0.083,-0.333,-0.321,-0.207,-0.278,-0.083,-0.164,-0.278,-0.262,-0.14,-0.207,-0.083,-0.083,-0.048,-0.207,-0.307,-0.321,0.0,-0.227
-0.331,-0.068,-0.19,-0.238,-0.282,-0.301,-0.09,-0.213,-0.238,-0.322,-0.103,-0.145,-0.221,-0.195,-0.221,-0.226,-0.23,-0.295,-0.035,-0.145
-0.147,0.0,-0.147,-0.323,-0.147,-0.18,-0.147,-0.209,-0.304,-0.304,-0.109,-0.209,-0.209,-0.304,-0.236,-0.147,-0.26,-0.26,-0.064,-0.341
-0.28,-0.177,-0.192,-0.192,-0.22,-0.29,-0.177,-0.233,-0.354,-0.233,-0.145,-0.145,-0.207,-0.145,-0.337,-0.22,-0.127,-0.257,-0.063,-0.145
-0.296,-0.084,-0.207,-0.201,-0.167,-0.263,-0.094,-0.191,-0.219,-0.307,-0.084,-0.167,-0.328,-0.361,-0.163,-0.299,-0.255,-0.225,-0.026,-0.094
-0.32,-0.103,-0.184,-0.295,-0.162,-0.278,-0.134,-0.103,-0.198,-0.374,-0.095,-0.148,-0.258,-0.251,-0.248,-0.26,-0.218,-0.246,-0.095,-0.112
-0.237,-0.047,-0.237,-0.285,-0.136,-0.299,-0.047,-0.237,-0.11,-0.37,-0.159,-0.136,-0.22,-0.22,-0.254,-0.22,-0.285,-0.312,-0.136,-0.11
-0.288,-0.103,-0.218,-0.195,-0.195,-0.288,-0.124,-0.195,-0.288,-0.282,-0.153,-0.17,-0.218,-0.124,-0.195,-0.252,-0.245,-0.365,-0.134,-0.114
-0.26,-0.057,-0.305,-0.248,-0.239,-0.284,-0.152,-0.191,-0.075,-0.305,-0.12,-0.169,-0.284,-0.169,-0.284,-0.191,-0.206,-0.28,-0.126,-0.191
-0.236,0.0,-0.267,-0.272,-0.155,-0.216,-0.051,-0.304,-0.341,-0.328,-0.076,-0.333,-0.147,-0.099,-0.119,-0.299,-0.236,-0.18,-0.076,-0.23
-0.24,-0.031,-0.219,-0.251,-0.196,-0.251,-0.127,-0.23,-0.388,-0.305,-0.094,-0.196,-0.111,-0.196,-0.24,-0.251,-0.26,-0.321,-0.055,-0.055
-0.445,-0.098,-0.303,-0.194,-0.137,-0.34,-0.118,-0.194,-0.051,-0.297,-0.108,-0.128,-0.179,-0.128,-0.317,-0.128,-0.253,-0.303,-0.076,-0.076
-0.358,-0.183,-0.23,-0.114,-0.173,-0.288,-0.183,-0.216,-0.133,-0.25,-0.108,-0.281,-0.183,-0.225,-0.133,-0.338,-0.298,-0.221,-0.055,-0.127
-0.352,0.0,-0.128,-0.232,-0.095,-0.232,-0.128,-0.232,-0.421,-0.209,-0.128,-0.128,-0.209,-0.128,-0.253,-0.338,-0.253,-0.253,0.0,-0.185
-0.313,-0.054,-0.262,-0.174,-0.21,-0.346,-0.074,-0.193,-0.284,-0.275,-0.109,-0.232,-0.199,-0.21,-0.118,-0.227,-0.257,-0.262,-0.14,-0.181
-0.191,-0.226,-0.172,-0.258,-0.172,-0.151,-0.128,-0.191,-0.323,-0.299,-0.076,-0.172,-0.226,-0.226,-0.272,-0.334,-0.191,-0.299,-0.104,-0.128
-0.245,-0.107,-0.28,-0.295,-0.233,-0.213,-0.136,-0.245,-0.263,-0.324,-0.169,-0.177,-0.169,-0.227,-0.239,-0.207,-0.169,-0.3,0.0,-0.127
-0.327,-0.026,-0.251,-0.178,-0.207,-0.339,-0.108,-0.242,-0.198,-0.295,-0.094,-0.234,-0.145,-0.168,-0.198,-0.266,-0.274,-0.234,-0.063,-0.242
-0.26,-0.037,-0.222,-0.349,-0.163,-0.179,-0.146,-0.271,-0.293,-0.293,-0.146,-0.087,-0.146,-0.248,-0.282,-0.248,-0.163,-0.293,-0.064,-0.194
-0.224,-0.116,-0.235,-0.204,-0.173,-0.155,-0.185,-0.283,-0.246,-0.343,-0.12,-0.275,-0.201,-0.178,-0.193,-0.226,-0.294,-0.217,-0.046,-0.252
-0.246,-0.092,-0.246,-0.167,-0.203,-0.299,-0.153,-0.323,-0.344,-0.283,-0.124,-0.179,-0.225,-0.074,-0.291,-0.167,-0.265,-0.236,-0.054,-0.109
-0.258,-0.082,-0.205,-0.303,-0.224,-0.303,-0.138,-0.289,-0.274,-0.258,-0.184,-0.184,-0.184,-0.138,-0.241,-0.224,-0.138,-0.289,-0.112,-0.138
-0.307,0.0,-0.128,-0.232,-0.095,-0.232,-0.128,-0.232,-0.412,-0.209,-0.128,-0.128,-0.209,-0.128,-0.272,-0.366,-0.272,-0.253,0.0,-0.185
-0.309,0.0,-0.274,-0.209,-0.195,-0.263,-0.073,-0.141,-0.188,-0.388,-0.114,-0.141,-0.269,-0.202,-0.263,-0.24,-0.166,-0.274,-0.173,-0.173
-0.237,-0.138,-0.237,-0.336,-0.144,-0.228,-0.132,-0.194,-0.317,-0.31,-0.105,-0.204,-0.209,-0.184,-0.194,-0.296,-0.214,-0.237,-0.074,-0.162
-0.226,-0.162,-0.248,-0.237,-0.176,-0.237,-0.162,-0.278,-0.176,-0.258,-0.162,-0.338,-0.214,-0.226,-0.278,-0.248,0.0,-0.214,-0.098,-0.214
-0.214,-0.071,-0.284,-0.318,-0.244,-0.214,-0.121,-0.339,-0.318,-0.318,-0.071,-0.18,-0.121,-0.142,-0.162,-0.214,-0.229,-0.307,0.0,-0.142
-0.322,-0.071,-0.25,-0.263,-0.213,-0.322,-0.17,-0.22,-0.256,-0.306,-0.17,-0.151,-0.179,-0.131,-0.196,-0.228,-0.17,-0.27,-0.109,-0.161
-0.262,-0.034,-0.277,-0.272,-0.215,-0.319,-0.137,-0.215,-0.256,-0.282,-0.059,-0.153,-0.209,-0.161,-0.203,-0.228,-0.245,-0.234,-0.168,-0.228
-0.236,-0.104,-0.272,-0.236,-0.195,-0.195,-0.172,-0.272,-0.263,-0.38,-0.119,-0.245,-0.183,-0.172,-0.183,-0.236,-0.226,-0.226,-0.029,-0.195
-0.356,0.0,-0.228,-0.347,-0.041,-0.179,-0.141,-0.242,-0.305,-0.39,-0.071,-0.196,-0.179,-0.196,-0.282,-0.16,-0.212,-0.212,-0.041,-0.141
-0.357,0.0,-0.236,-0.124,-0.212,-0.419,-0.059,-0.185,-0.228,-0.326,-0.074,-0.212,-0.087,-0.194,-0.185,-0.285,-0.243,-0.236,-0.042,-0.203
-0.351,-0.056,-0.244,-0.186,-0.193,-0.34,-0.121,-0.173,-0.211,-0.254,-0.121,-0.228,-0.18,-0.166,-0.199,-0.279,-0.233,-0.292,-0.067,-0.217
-0.312,-0.159,-0.254,-0.299,-0.181,-0.254,-0.201,-0.237,-0.201,-0.337,-0.081,-0.081,-0.11,-0.159,-0.337,-0.159,-0.254,-0.237,-0.159,-0.081
-0.14,-0.056,-0.207,-0.42,-0.136,-0.165,-0.056,-0.335,-0.412,-0.356,-0.066,-0.306,-0.066,-0.117,-0.198,-0.185,-0.14,-0.191,-0.018,-0.204
-0.352,-0.05,-0.283,-0.116,-0.191,-0.267,-0.168,-0.168,-0.34,-0.34,-0.191,-0.05,-0.212,-0.05,-0.144,-0.313,-0.232,-0.299,-0.086,-0.116
-0.31,-0.073,-0.228,-0.395,-0.133,-0.172,-0.088,-0.188,-0.343,-0.358,-0.135,-0.187,-0.101,-0.288,-0.251,-0.19,-0.187,-0.195,-0.039,-0.101
-0.092,-0.245,-0.092,-0.203,-0.092,-0.282,-0.203,-0.245,-0.412,-0.203,-0.092,-0.203,-0.153,-0.092,-0.343,-0.245,-0.245,-0.314,0.0,-0.203
-0.334,-0.065,-0.155,-0.203,-0.137,-0.28,-0.198,-0.183,-0.111,-0.213,-0.143,-0.213,-0.315,-0.208,-0.227,-0.4,-0.236,-0.218,-0.047,-0.167
-0.318,-0.022,-0.242,-0.261,-0.081,-0.28,-0.093,-0.28,-0.302,-0.261,-0.115,-0.136,-0.28,-0.235,-0.213,-0.297,-0.242,-0.248,-0.039,-0.081
-0.24,0.0,-0.255,-0.318,-0.134,-0.209,-0.058,-0.3,-0.275,-0.368,-0.086,-0.155,-0.144,-0.165,-0.262,-0.262,-0.225,-0.312,-0.024,-0.183
-0.23,-0.142,-0.273,-0.239,-0.22,-0.23,-0.129,-0.178,-0.289,-0.393,-0.085,-0.2,-0.256,-0.155,-0.23,-0.21,-0.189,-0.248,-0.068,-0.167
-0.157,0.0,-0.264,-0.237,-0.237,-0.3,-0.094,-0.276,-0.368,-0.237,-0.069,-0.3,-0.208,-0.117,-0.138,-0.175,-0.192,-0.35,-0.069,-0.208
-0.37,-0.074,-0.203,-0.265,-0.179,-0.323,-0.109,-0.255,-0.225,-0.283,-0.153,-0.179,-0.153,-0.092,-0.203,-0.246,-0.203,-0.33,-0.109,-0.124
-0.318,-0.091,-0.28,-0.227,-0.162,-0.258,-0.076,-0.273,-0.318,-0.318,-0.14,-0.172,-0.182,-0.14,-0.152,-0.273,-0.201,-0.306,-0.076,-0.117
-0.374,-0.057,-0.199,-0.298,-0.191,-0.273,-0.122,-0.133,-0.098,-0.387,-0.098,-0.072,-0.26,-0.143,-0.304,-0.208,-0.182,-0.304,-0.057,-0.191
-0.274,0.0,-0.274,-0.21,-0.179,-0.309,-0.101,-0.21,-0.203,-0.28,-0.106,-0.244,-0.195,-0.183,-0.224,-0.291,-0.268,-0.224,-0.121,-0.237
-0.386,-0.053,-0.205,-0.277,-0.165,-0.297,-0.073,-0.291,-0.271,-0.325,-0.142,-0.156,-0.165,-0.142,-0.169,-0.212,-0.253,-0.274,-0.066,-0.102
-0.28,-0.079,-0.23,-0.216,-0.216,-0.223,-0.102,-0.262,-0.268,-0.223,-0.142,-0.291,-0.177,-0.123,-0.23,-0.28,-0.201,-0.286,-0.142,-0.223
-0.302,-0.05,-0.197,-0.339,-0.224,-0.243,-0.074,-0.243,-0.307,-0.326,-0.074,-0.272,-0.175,-0.168,-0.175,-0.255,-0.218,-0.218,-0.02,-0.168
-0.286,-0.045,-0.271,-0.282,-0.176,-0.296,-0.071,-0.264,-0.299,-0.264,-0.113,-0.219,-0.182,-0.187,-0.196,-0.232,-0.275,-0.271,-0.026,-0.126
-0.284,-0.072,-0.196,-0.333,-0.111,-0.24,-0.111,-0.099,-0.183,-0.328,-0.072,-0.123,-0.306,-0.251,-0.314,-0.288,-0.225,-0.291,-0.086,-0.105
-0.266,0.0,-0.182,-0.314,-0.101,-0.255,-0.209,-0.266,-0.168,-0.305,-0.081,-0.221,-0.244,-0.168,-0.244,-0.221,-0.266,-0.276,-0.059,-0.244
-0.138,-0.06,-0.247,-0.198,-0.198,-0.398,-0.06,-0.289,-0.247,-0.269,-0.06,-0.198,-0.308,-0.138,-0.17,-0.247,-0.247,-0.326,-0.06,-0.138
-0.278,-0.031,-0.265,-0.265,-0.209,-0.334,-0.109,-0.225,-0.173,-0.307,-0.192,-0.192,-0.26,-0.173,-0.231,-0.192,-0.186,-0.251,-0.1,-0.179
-0.346,-0.166,-0.25,-0.188,-0.141,-0.318,-0.171,-0.193,-0.264,-0.221,-0.078,-0.247,-0.18,-0.161,-0.131,-0.274,-0.307,-0.24,-0.064,-0.193
-0.188,-0.194,-0.226,-0.199,-0.231,-0.312,-0.147,-0.229,-0.126,-0.272,-0.077,-0.251,-0.248,-0.186,-0.179,-0.344,-0.262,-0.221,-0.089,-0.189
-0.325,-0.063,-0.241,-0.286,-0.206,-0.325,-0.093,-0.249,-0.257,-0.313,-0.166,-0.144,-0.12,-0.197,-0.206,-0.206,-0.265,-0.272,-0.026,-0.107
-0.405,-0.046,-0.179,-0.268,-0.252,-0.235,-0.268,-0.268,-0.218,-0.218,-0.109,-0.109,-0.158,-0.158,-0.199,-0.218,-0.199,-0.357,-0.046,-0.109
-0.317,0.0,-0.179,-0.306,-0.197,-0.306,-0.057,-0.343,-0.289,-0.27,-0.161,-0.179,-0.179,-0.141,-0.205,-0.264,-0.161,-0.277,-0.071,-0.12
-0.319,-0.073,-0.233,-0.271,-0.189,-0.279,-0.073,-0.137,-0.252,-0.262,-0.107,-0.151,-0.243,-0.091,-0.279,-0.384,-0.201,-0.279,-0.091,-0.123
-0.389,-0.085,-0.245,-0.237,-0.206,-0.272,-0.172,-0.142,-0.153,-0.35,-0.132,-0.11,-0.278,-0.072,-0.272,-0.153,-0.314,-0.23,-0.057,-0.142
-0.186,0.0,-0.292,-0.186,-0.292,-0.186,-0.095,-0.21,-0.129,-0.354,-0.129,-0.292,-0.186,-0.325,-0.186,-0.273,-0.254,-0.233,0.0,-0.21
-0.204,-0.129,-0.217,-0.282,-0.209,-0.23,-0.149,-0.262,-0.268,-0.325,-0.139,-0.239,-0.201,-0.185,-0.225,-0.253,-0.209,-0.215,-0.078,-0.196
-0.23,-0.146,-0.194,-0.254,-0.183,-0.279,-0.126,-0.24,-0.249,-0.31,-0.087,-0.287,-0.159,-0.159,-0.159,-0.291,-0.275,-0.235,-0.111,-0.205
-0.38,-0.067,-0.202,-0.202,-0.17,-0.333,-0.202,-0.186,-0.124,-0.364,-0.17,-0.134,-0.21,-0.202,-0.217,-0.231,-0.238,-0.238,-0.022,-0.161
-0.383,0.0,-0.191,-0.236,-0.191,-0.33,-0.222,-0.094,-0.069,-0.358,-0.094,-0.116,-0.222,-0.207,-0.25,-0.191,-0.299,-0.207,-0.156,-0.174
-0.283,-0.069,-0.244,-0.288,-0.185,-0.27,-0.143,-0.246,-0.233,-0.314,-0.125,-0.167,-0.195,-0.199,-0.207,-0.279,-0.233,-0.249,-0.085,-0.155
-0.358,-0.029,-0.332,-0.183,-0.119,-0.206,-0.104,-0.28,-0.411,-0.318,-0.051,-0.255,-0.147,-0.133,-0.07,-0.216,-0.195,-0.304,-0.029,-0.119
-0.252,-0.069,-0.193,-0.365,-0.123,-0.209,-0.133,-0.158,-0.327,-0.255,-0.1,-0.224,-0.242,-0.205,-0.231,-0.375,-0.201,-0.209,-0.076,-0.1
-0.196,0.0,-0.168,-0.286,-0.196,-0.136,-0.101,-0.221,-0.428,-0.339,-0.101,-0.221,-0.101,-0.221,-0.322,-0.305,-0.168,-0.221,0.0,-0.168
-0.204,-0.043,-0.305,-0.293,-0.204,-0.221,-0.125,-0.204,-0.168,-0.266,-0.147,-0.186,-0.204,-0.221,-0.349,-0.168,-0.204,-0.293,-0.101,-0.237
-0.372,-0.047,-0.203,-0.314,-0.161,-0.327,-0.137,-0.327,-0.203,-0.327,-0.081,-0.137,-0.137,-0.081,-0.272,-0.203,-0.203,-0.272,-0.081,-0.081
-0.287,-0.03,-0.242,-0.251,-0.232,-0.242,-0.107,-0.278,-0.295,-0.31,-0.137,-0.232,-0.15,-0.232,-0.176,-0.287,-0.15,-0.242,-0.052,-0.188
-0.128,-0.128,-0.209,-0.299,-0.128,-0.209,-0.172,-0.299,-0.366,-0.242,-0.128,-0.128,-0.128,-0.076,-0.299,-0.209,-0.272,-0.401,-0.076,-0.076
-0.357,-0.062,-0.23,-0.242,-0.159,-0.357,-0.124,-0.23,-0.124,-0.296,-0.159,-0.124,-0.174,-0.142,-0.23,-0.242,-0.254,-0.306,-0.036,-0.203
-0.268,-0.218,-0.268,-0.252,-0.179,-0.199,-0.109,-0.252,-0.252,-0.252,-0.134,-0.218,-0.179,-0.235,-0.252,-0.268,-0.199,-0.235,-0.046,-0.199
-0.262,-0.099,-0.179,-0.272,-0.151,-0.294,-0.114,-0.252,-0.252,-0.317,-0.177,-0.189,-0.195,-0.149,-0.236,-0.235,-0.288,-0.257,-0.139,-0.118
-0.231,-0.115,-0.235,-0.328,-0.204,-0.267,-0.094,-0.213,-0.316,-0.292,-0.134,-0.163,-0.231,-0.134,-0.243,-0.14,-0.199,-0.271,-0.163,-0.199
-0.093,-0.054,-0.238,-0.217,-0.267,-0.267,-0.093,-0.31,-0.318,-0.258,-0.075,-0.294,-0.155,-0.126,-0.168,-0.347,-0.205,-0.248,-0.031,-0.258
-0.328,-0.053,-0.198,-0.224,-0.182,-0.298,-0.097,-0.206,-0.202,-0.323,-0.06,-0.247,-0.241,-0.198,-0.165,-0.292,-0.244,-0.231,-0.108,-0.22
-0.395,0.0,-0.257,-0.227,-0.14,-0.193,-0.093,-0.227,-0.339,-0.359,-0.074,-0.227,-0.237,-0.168,-0.11,-0.193,-0.227,-0.301,0.0,-0.14
-0.351,0.0,-0.199,-0.259,-0.199,-0.338,-0.175,-0.24,-0.175,-0.309,-0.15,-0.052,-0.22,-0.15,-0.199,-0.259,-0.259,-0.324,0.0,-0.121
-0.26,-0.1,-0.197,-0.282,-0.16,-0.291,-0.132,-0.269,-0.274,-0.282,-0.132,-0.173,-0.209,-0.153,-0.22,-0.203,-0.24,-0.287,-0.124,-0.209
-0.397,-0.091,-0.202,-0.235,-0.108,-0.298,-0.108,-0.235,-0.138,-0.281,-0.138,-0.191,-0.213,-0.091,-0.245,-0.213,-0.29,-0.349,-0.091,-0.108
-0.331,-0.09,-0.179,-0.252,-0.235,-0.361,-0.09,-0.23,-0.257,-0.292,-0.165,-0.165,-0.218,-0.099,-0.158,-0.282,-0.241,-0.252,-0.033,-0.142
-0.286,-0.075,-0.245,-0.289,-0.187,-0.286,-0.106,-0.202,-0.278,-0.253,-0.147,-0.197,-0.217,-0.212,-0.187,-0.293,-0.222,-0.217,-0.121,-0.17
-0.359,-0.151,-0.232,-0.242,-0.189,-0.211,-0.189,-0.189,-0.2,-0.319,-0.151,-0.09,-0.252,-0.232,-0.261,-0.211,-0.2,-0.232,-0.09,-0.177
-0.363,-0.078,-0.278,-0.214,-0.155,-0.382,-0.176,-0.278,-0.214,-0.352,-0.132,-0.155,-0.196,-0.155,-0.214,-0.107,-0.196,-0.232,0.0,-0.107
-0.392,-0.076,-0.298,-0.241,-0.19,-0.271,-0.225,-0.298,-0.128,-0.31,-0.15,-0.15,-0.15,-0.076,-0.333,-0.171,-0.15,-0.225,-0.044,-0.128
-0.26,-0.049,-0.217,-0.311,-0.271,-0.329,-0.115,-0.276,-0.254,-0.342,-0.096,-0.125,-0.167,-0.062,-0.236,-0.254,-0.167,-0.271,-0.085,-0.159
-0.237,-0.052,-0.256,-0.277,-0.208,-0.287,-0.155,-0.259,-0.203,-0.267,-0.115,-0.19,-0.199,-0.212,-0.248,-0.194,-0.225,-0.263,-0.133,-0.229
-0.258,0.0,-0.258,-0.287,-0.287,-0.258,-0.129,-0.129,-0.152,-0.346,-0.104,-0.227,-0.192,-0.172,-0.287,-0.172,-0.243,-0.3,-0.104,-0.172
-0.209,-0.037,-0.223,-0.373,-0.236,-0.272,-0.064,-0.209,-0.358,-0.332,-0.164,-0.164,-0.272,-0.064,-0.128,-0.147,-0.109,-0.332,-0.088,-0.18
-0.35,-0.292,-0.152,-0.152,-0.186,-0.313,0.0,-0.152,-0.244,-0.332,-0.152,-0.216,-0.244,-0.152,-0.269,-0.216,-0.244,-0.152,-0.066,-0.186
-0.354,-0.114,-0.254,-0.215,-0.175,-0.316,-0.129,-0.23,-0.281,-0.337,-0.114,-0.187,-0.163,-0.129,-0.136,-0.209,-0.254,-0.272,-0.062,-0.163
-0.273,-0.053,-0.191,-0.381,-0.179,-0.264,-0.108,-0.291,-0.214,-0.255,-0.245,-0.153,-0.203,-0.108,-0.235,-0.179,-0.225,-0.299,-0.092,-0.153
-0.232,-0.086,-0.182,-0.122,-0.164,-0.322,-0.042,-0.224,-0.111,-0.254,-0.058,-0.305,-0.144,-0.191,-0.224,-0.322,-0.375,-0.267,-0.144,-0.26
-0.28,-0.077,-0.236,-0.266,-0.163,-0.259,-0.104,-0.287,-0.244,-0.307,-0.152,-0.201,-0.201,-0.117,-0.141,-0.244,-0.294,-0.287,-0.061,-0.21
-0.285,-0.081,-0.312,-0.299,-0.136,-0.337,-0.047,-0.312,-0.136,-0.312,-0.237,-0.201,-0.254,-0.159,-0.159,-0.081,-0.201,-0.27,-0.081,-0.136
-0.414,-0.058,-0.283,-0.242,-0.166,-0.263,-0.23,-0.118,-0.058,-0.311,-0.08,-0.058,-0.273,-0.135,-0.335,-0.206,-0.193,-0.263,-0.08,-0.18
-0.266,0.0,-0.234,-0.308,-0.216,-0.308,-0.133,-0.294,-0.32,-0.234,-0.079,-0.234,-0.216,-0.079,-0.108,-0.266,-0.234,-0.28,0.0,-0.198
-0.374,-0.109,-0.18,-0.305,-0.135,-0.336,-0.17,-0.245,-0.21,-0.291,-0.147,-0.123,-0.17,-0.109,-0.21,-0.277,-0.18,-0.324,-0.064,-0.064
-0.284,-0.08,-0.158,-0.269,-0.219,-0.2,-0.2,-0.298,-0.284,-0.347,-0.158,-0.2,-0.18,-0.135,-0.158,-0.311,-0.158,-0.269,0.0,-0.18
