SEP_PC,SEP_NC,SEP_NE,SEP_PO,SEP_NP,SEP_AL,SEP_CY,SEP_AR,SEP_AC,SEP_BS,SEP_NE_pH,SEP_HB,SEP_HL,SEP_NT,SEP_HX,SEP_SC,SEP_SS_HE,SEP_SS_ST,SEP_SS_CO,SEP_SA_BU,SEP_SA_EX,SEP_SA_IN,SEP_TN,SEP_SM,SEP_LR
0.507,0.572,0.807,0.819,0.988,0.957,0.339,0.331,0.572,0.507,0.807,0.997,0.789,0.964,0.601,0.242,0.987,0.822,0.894,0.943,0.965,0.875,0.744,0.997,0.997
0.562,0.629,0.868,0.761,0.986,0.952,0.269,0.433,0.629,0.562,0.868,0.993,0.79,0.949,0.553,0.255,0.982,0.855,0.88,0.964,0.936,0.831,0.767,0.999,0.999
0.557,0.527,0.809,0.655,0.997,0.994,0.279,0.413,0.527,0.557,0.809,0.999,0.771,0.912,0.448,0.195,0.999,0.795,0.852,0.994,0.897,0.769,0.782,0.999,0.999
0.631,0.56,0.868,0.693,1.0,0.978,0.375,0.387,0.56,0.631,0.868,0.99,0.83,0.967,0.531,0.2,0.985,0.797,0.916,0.973,0.929,0.85,0.786,1.0,1.0
0.613,0.445,0.801,0.828,0.996,0.937,0.387,0.498,0.445,0.613,0.801,0.996,0.828,0.894,0.613,0.355,0.977,0.929,0.801,0.937,0.904,0.95,0.634,0.998,0.998
0.639,0.556,0.871,0.754,0.989,0.948,0.254,0.354,0.556,0.639,0.871,0.993,0.822,0.943,0.562,0.206,1.0,0.779,0.825,0.958,0.953,0.803,0.715,0.976,0.976
0.615,0.65,0.903,0.637,1.0,0.972,0.319,0.456,0.65,0.615,0.903,0.996,0.794,0.935,0.414,0.266,0.994,0.803,0.884,0.974,0.907,0.814,0.749,1.0,1.0
0.524,0.404,0.719,0.771,0.998,0.995,0.421,0.43,0.404,0.524,0.719,1.0,0.813,0.914,0.517,0.255,0.966,0.829,0.931,0.988,0.871,0.871,0.801,0.995,0.995
0.627,0.539,0.856,0.701,0.999,0.963,0.225,0.399,0.539,0.627,0.856,0.999,0.795,0.93,0.497,0.305,0.999,0.842,0.814,0.982,0.917,0.752,0.714,0.984,0.984
0.533,0.499,0.78,0.565,0.974,0.993,0.295,0.27,0.499,0.533,0.78,0.993,0.749,0.889,0.319,0.126,0.977,0.703,0.76,0.998,0.92,0.611,0.8,0.999,0.999
0.499,0.526,0.776,0.712,0.999,0.979,0.229,0.516,0.526,0.499,0.776,1.0,0.723,0.951,0.588,0.184,0.963,0.873,0.904,0.998,0.861,0.801,0.795,1.0,1.0
0.561,0.546,0.822,0.671,0.994,0.996,0.376,0.444,0.546,0.561,0.822,0.999,0.771,0.938,0.48,0.154,0.987,0.839,0.88,0.993,0.883,0.822,0.795,0.999,0.999
0.581,0.555,0.839,0.789,0.992,0.947,0.202,0.452,0.555,0.581,0.839,0.998,0.756,0.937,0.579,0.283,0.987,0.87,0.85,0.979,0.897,0.817,0.732,0.995,0.995
0.706,0.443,0.861,0.745,0.999,0.973,0.343,0.402,0.443,0.706,0.861,0.999,0.85,0.909,0.574,0.204,0.998,0.866,0.795,0.973,0.891,0.855,0.753,1.0,1.0
0.523,0.517,0.784,0.699,0.998,0.987,0.349,0.495,0.517,0.523,0.784,0.998,0.781,0.937,0.403,0.256,0.979,0.838,0.902,0.989,0.908,0.815,0.781,1.0,1.0
0.647,0.564,0.878,0.647,0.999,0.978,0.351,0.466,0.564,0.647,0.878,0.992,0.808,0.898,0.492,0.319,0.992,0.907,0.78,0.992,0.857,0.878,0.702,0.998,0.998
0.681,0.665,0.937,0.553,1.0,0.992,0.29,0.383,0.665,0.681,0.937,0.997,0.812,0.924,0.388,0.121,0.993,0.778,0.759,0.991,0.895,0.697,0.701,0.982,0.982
0.623,0.54,0.854,0.71,1.0,0.98,0.381,0.466,0.54,0.623,0.854,1.0,0.834,0.921,0.488,0.061,0.996,0.849,0.829,0.976,0.906,0.839,0.688,0.997,0.997
0.711,0.62,0.933,0.668,0.99,0.919,0.259,0.417,0.62,0.711,0.933,0.987,0.846,0.943,0.475,0.296,0.999,0.792,0.854,0.941,0.972,0.787,0.641,0.983,0.983
0.54,0.555,0.816,0.667,0.997,0.998,0.312,0.312,0.555,0.54,0.816,1.0,0.759,0.947,0.507,0.123,0.994,0.824,0.864,0.996,0.898,0.759,0.807,0.998,0.998
0.539,0.522,0.797,0.743,0.999,0.985,0.328,0.438,0.522,0.539,0.797,0.997,0.749,0.919,0.564,0.328,0.978,0.875,0.872,0.987,0.86,0.875,0.776,0.999,0.999
0.675,0.536,0.881,0.65,0.993,0.924,0.122,0.637,0.536,0.675,0.881,0.982,0.852,0.86,0.394,0.122,0.997,0.867,0.802,0.98,0.944,0.764,0.581,0.924,0.924
0.654,0.654,0.922,0.654,0.989,0.933,0.0,0.436,0.654,0.654,0.922,0.997,0.769,0.922,0.473,0.312,0.999,0.892,0.748,0.989,0.922,0.715,0.667,0.967,0.967
0.615,0.683,0.918,0.743,0.984,0.949,0.282,0.414,0.683,0.615,0.918,0.984,0.779,0.969,0.537,0.166,0.996,0.826,0.855,0.945,0.966,0.811,0.714,0.998,0.998
0.406,0.393,0.63,0.731,0.988,0.996,0.449,0.425,0.393,0.406,0.63,0.99,0.809,0.913,0.539,0.293,0.931,0.875,0.942,0.992,0.892,0.879,0.782,0.973,0.973
0.544,0.576,0.83,0.712,0.998,0.978,0.268,0.393,0.576,0.544,0.83,0.993,0.794,0.964,0.536,0.141,0.965,0.85,0.919,0.976,0.949,0.806,0.762,0.994,0.994
0.646,0.584,0.887,0.751,0.979,0.915,0.219,0.453,0.584,0.646,0.887,0.993,0.834,0.943,0.571,0.242,0.994,0.841,0.849,0.958,0.915,0.849,0.701,0.995,0.995
0.468,0.446,0.707,0.699,0.968,0.983,0.232,0.199,0.446,0.468,0.707,0.984,0.613,0.954,0.489,0.182,1.0,0.796,0.834,0.981,0.754,0.714,0.931,0.981,0.981
0.483,0.565,0.79,0.661,0.982,0.998,0.288,0.287,0.565,0.483,0.79,0.993,0.651,0.962,0.544,0.138,0.999,0.77,0.873,0.999,0.783,0.77,0.91,0.968,0.968
0.475,0.52,0.757,0.814,0.996,0.941,0.202,0.556,0.52,0.475,0.757,0.995,0.726,0.952,0.586,0.278,0.963,0.879,0.899,0.973,0.886,0.852,0.828,0.995,0.995
0.551,0.585,0.838,0.735,0.996,0.97,0.185,0.451,0.585,0.551,0.838,0.996,0.759,0.924,0.544,0.21,0.986,0.866,0.856,0.984,0.922,0.795,0.754,0.995,0.995
0.595,0.508,0.822,0.745,1.0,0.985,0.357,0.357,0.508,0.595,0.822,0.996,0.808,0.954,0.534,0.179,1.0,0.718,0.883,0.976,0.883,0.822,0.808,0.999,0.999
0.622,0.707,0.932,0.707,0.977,0.893,0.205,0.507,0.707,0.622,0.932,0.977,0.787,0.977,0.457,0.178,0.985,0.853,0.874,0.946,0.977,0.718,0.596,0.987,0.987
0.675,0.641,0.926,0.691,0.987,0.929,0.262,0.492,0.641,0.675,0.926,0.991,0.831,0.922,0.381,0.262,0.999,0.872,0.771,0.954,0.971,0.771,0.586,0.981,0.981
0.658,0.566,0.885,0.794,0.98,0.941,0.312,0.395,0.566,0.658,0.885,0.985,0.838,0.955,0.548,0.28,0.987,0.824,0.891,0.955,0.933,0.822,0.789,0.999,0.999
0.734,0.428,0.874,0.696,1.0,0.997,0.312,0.384,0.428,0.734,0.874,0.996,0.849,0.881,0.384,0.169,1.0,0.821,0.78,0.993,0.889,0.734,0.801,0.994,0.994
0.516,0.49,0.764,0.667,0.99,0.998,0.287,0.373,0.49,0.516,0.764,0.992,0.74,0.914,0.463,0.287,1.0,0.819,0.816,1.0,0.871,0.752,0.832,1.0,1.0
0.583,0.635,0.881,0.725,0.995,0.968,0.248,0.361,0.635,0.583,0.881,0.993,0.764,0.975,0.583,0.17,0.995,0.795,0.884,0.971,0.944,0.788,0.792,1.0,1.0
0.507,0.433,0.725,0.704,0.985,0.999,0.338,0.325,0.433,0.507,0.725,0.992,0.744,0.922,0.526,0.159,0.997,0.828,0.842,0.999,0.842,0.847,0.852,0.998,0.998
0.548,0.497,0.788,0.608,0.992,1.0,0.243,0.317,0.497,0.548,0.788,1.0,0.778,0.887,0.443,0.216,0.999,0.807,0.842,0.998,0.894,0.757,0.788,1.0,1.0
0.585,0.475,0.799,0.746,0.997,0.961,0.308,0.47,0.475,0.585,0.799,0.997,0.843,0.919,0.563,0.203,0.969,0.854,0.909,0.976,0.942,0.84,0.768,1.0,1.0
0.761,0.602,0.948,0.777,0.962,0.895,0.269,0.344,0.602,0.761,0.948,0.978,0.861,0.933,0.411,0.527,0.993,0.836,0.861,0.973,0.915,0.822,0.895,0.998,0.998
0.623,0.514,0.842,0.663,1.0,0.978,0.303,0.473,0.514,0.623,0.842,0.999,0.827,0.902,0.452,0.229,0.968,0.894,0.874,0.993,0.923,0.778,0.685,0.994,0.994
0.59,0.54,0.836,0.709,1.0,0.98,0.325,0.459,0.54,0.59,0.836,0.999,0.811,0.929,0.53,0.153,0.981,0.852,0.884,0.985,0.903,0.827,0.726,0.999,0.999
0.609,0.585,0.868,0.675,1.0,0.988,0.383,0.4,0.585,0.609,0.868,0.998,0.822,0.939,0.463,0.16,1.0,0.751,0.85,0.982,0.88,0.792,0.8,0.998,0.998
0.509,0.458,0.74,0.766,0.995,0.996,0.411,0.421,0.458,0.509,0.74,0.995,0.766,0.948,0.556,0.236,0.972,0.882,0.878,0.992,0.861,0.875,0.808,0.986,0.986
0.55,0.691,0.896,0.665,0.999,0.941,0.189,0.533,0.691,0.55,0.896,0.998,0.691,0.926,0.425,0.295,0.991,0.809,0.715,0.974,0.926,0.79,0.703,0.955,0.955
0.516,0.562,0.806,0.672,0.999,0.992,0.235,0.433,0.562,0.516,0.806,1.0,0.739,0.932,0.473,0.196,0.987,0.89,0.825,0.997,0.911,0.765,0.786,0.999,0.999
0.653,0.574,0.886,0.738,0.994,0.943,0.278,0.43,0.574,0.653,0.886,0.998,0.808,0.929,0.529,0.242,0.999,0.876,0.767,0.949,0.921,0.833,0.595,0.975,0.975
0.551,0.569,0.829,0.786,0.997,0.955,0.142,0.471,0.569,0.551,0.829,0.995,0.683,0.972,0.551,0.244,0.999,0.829,0.819,0.983,0.858,0.798,0.775,0.995,0.995
0.435,0.326,0.608,0.657,0.92,0.986,0.269,0.479,0.326,0.435,0.608,0.96,0.613,0.855,0.442,0.269,0.965,0.96,0.773,0.973,0.716,0.769,0.804,0.99,0.99
0.788,0.469,0.921,0.722,0.993,0.982,0.187,0.187,0.469,0.788,0.921,0.993,0.853,0.913,0.592,0.149,0.982,0.75,0.736,0.971,0.822,0.811,0.844,0.991,0.991
0.393,0.415,0.637,0.824,0.999,0.975,0.169,0.47,0.415,0.393,0.637,0.994,0.731,0.971,0.656,0.158,0.885,0.902,0.958,0.991,0.875,0.835,0.867,0.966,0.966
0.538,0.538,0.805,0.715,0.999,0.994,0.26,0.43,0.538,0.538,0.805,0.999,0.738,0.941,0.477,0.22,0.975,0.884,0.869,0.999,0.891,0.76,0.833,0.998,0.998
0.533,0.429,0.739,0.78,0.998,0.985,0.362,0.5,0.429,0.533,0.739,0.997,0.771,0.923,0.589,0.221,0.977,0.863,0.886,0.993,0.848,0.882,0.802,0.999,0.999
0.52,0.457,0.747,0.873,0.989,0.958,0.361,0.388,0.457,0.52,0.747,0.999,0.796,0.948,0.561,0.48,0.944,0.866,0.934,0.993,0.867,0.833,0.915,0.972,0.972
0.618,0.526,0.844,0.721,1.0,0.978,0.319,0.393,0.526,0.618,0.844,0.999,0.813,0.937,0.452,0.246,0.996,0.854,0.823,0.983,0.944,0.771,0.728,0.995,0.995
0.64,0.541,0.864,0.625,1.0,0.994,0.194,0.283,0.541,0.64,0.864,1.0,0.794,0.923,0.522,0.194,0.979,0.912,0.825,0.997,0.907,0.728,0.711,0.998,0.998
0.464,0.443,0.703,0.838,1.0,0.988,0.283,0.399,0.443,0.464,0.703,0.995,0.684,0.96,0.661,0.292,0.972,0.894,0.865,0.999,0.78,0.868,0.915,0.963,0.963
0.567,0.581,0.845,0.718,1.0,0.984,0.263,0.466,0.581,0.567,0.845,0.999,0.756,0.895,0.466,0.263,0.999,0.865,0.774,0.993,0.895,0.807,0.865,0.997,0.997
0.527,0.509,0.782,0.771,1.0,0.975,0.193,0.491,0.509,0.527,0.782,0.999,0.721,0.938,0.482,0.208,0.999,0.851,0.797,0.992,0.878,0.782,0.755,0.991,0.991
0.688,0.6,0.914,0.728,0.988,0.94,0.221,0.452,0.6,0.688,0.914,0.991,0.812,0.935,0.483,0.266,1.0,0.824,0.806,0.968,0.95,0.793,0.779,0.995,0.995
0.587,0.619,0.875,0.732,0.988,0.898,0.172,0.635,0.619,0.587,0.875,0.986,0.779,0.931,0.497,0.205,0.936,0.925,0.89,0.965,0.942,0.79,0.665,0.998,0.998
0.546,0.624,0.857,0.675,1.0,0.991,0.193,0.433,0.624,0.546,0.857,0.993,0.722,0.962,0.457,0.193,0.989,0.867,0.847,0.993,0.886,0.764,0.777,1.0,1.0
0.721,0.552,0.912,0.699,0.981,0.909,0.139,0.495,0.552,0.721,0.912,0.984,0.859,0.886,0.462,0.308,0.989,0.869,0.842,0.963,0.961,0.751,0.66,0.977,0.977
0.582,0.493,0.806,0.71,0.999,0.985,0.327,0.415,0.493,0.582,0.806,1.0,0.796,0.93,0.502,0.302,0.987,0.811,0.901,0.992,0.889,0.82,0.822,0.998,0.998
0.63,0.644,0.907,0.679,0.994,0.955,0.156,0.358,0.644,0.63,0.907,0.993,0.771,0.954,0.457,0.271,1.0,0.831,0.789,0.967,0.936,0.747,0.689,0.992,0.992
0.482,0.473,0.732,0.677,0.977,0.996,0.482,0.266,0.473,0.482,0.732,0.992,0.786,0.991,0.456,0.23,0.98,0.647,0.981,0.999,0.931,0.795,0.947,0.955,0.955
0.556,0.562,0.829,0.725,1.0,0.983,0.248,0.388,0.562,0.556,0.829,1.0,0.741,0.93,0.551,0.209,0.998,0.838,0.822,0.987,0.874,0.81,0.696,0.995,0.995
0.584,0.452,0.786,0.817,0.994,0.955,0.466,0.438,0.452,0.584,0.786,0.998,0.875,0.927,0.595,0.302,0.966,0.827,0.933,0.946,0.931,0.935,0.786,0.997,0.997
0.646,0.607,0.898,0.639,1.0,0.985,0.222,0.358,0.607,0.646,0.898,0.998,0.789,0.931,0.46,0.19,0.996,0.748,0.81,0.983,0.862,0.772,0.778,0.997,0.997
0.461,0.489,0.73,0.809,0.999,0.972,0.275,0.461,0.489,0.461,0.73,1.0,0.742,0.951,0.634,0.262,0.928,0.925,0.901,0.976,0.883,0.89,0.736,0.995,0.995
0.46,0.449,0.703,0.887,0.99,0.958,0.423,0.25,0.449,0.46,0.703,0.994,0.807,0.986,0.679,0.289,0.98,0.73,0.958,0.921,0.955,0.915,0.818,0.991,0.991
0.526,0.507,0.78,0.765,1.0,0.975,0.325,0.487,0.507,0.526,0.78,0.996,0.773,0.918,0.581,0.261,0.954,0.913,0.878,0.992,0.891,0.836,0.748,0.999,0.999
0.501,0.482,0.75,0.675,0.983,1.0,0.282,0.282,0.482,0.501,0.75,0.988,0.702,0.922,0.519,0.333,0.994,0.841,0.85,1.0,0.841,0.804,0.882,0.988,0.988
0.664,0.629,0.915,0.624,0.997,0.959,0.282,0.503,0.629,0.664,0.915,0.994,0.836,0.897,0.398,0.183,0.996,0.869,0.804,0.969,0.928,0.782,0.613,0.977,0.977
0.523,0.485,0.766,0.806,0.999,0.969,0.236,0.48,0.485,0.523,0.766,0.999,0.738,0.917,0.57,0.319,0.966,0.922,0.842,0.992,0.865,0.837,0.777,0.998,0.998
0.597,0.482,0.81,0.762,0.999,0.98,0.388,0.367,0.482,0.597,0.81,0.998,0.833,0.952,0.618,0.192,0.984,0.779,0.929,0.97,0.911,0.879,0.814,0.997,0.997
0.58,0.577,0.849,0.706,0.999,0.977,0.317,0.508,0.577,0.58,0.849,0.998,0.798,0.931,0.514,0.121,0.973,0.881,0.877,0.981,0.924,0.825,0.709,0.998,0.998
0.598,0.524,0.832,0.757,0.999,0.979,0.253,0.439,0.524,0.598,0.832,0.999,0.768,0.902,0.591,0.165,0.987,0.918,0.784,0.987,0.874,0.85,0.691,0.998,0.998
0.575,0.522,0.817,0.773,0.999,0.959,0.307,0.564,0.522,0.575,0.817,1.0,0.773,0.927,0.564,0.205,0.964,0.916,0.856,0.977,0.887,0.871,0.692,0.997,0.997
0.628,0.628,0.898,0.643,1.0,0.987,0.26,0.491,0.628,0.628,0.898,0.999,0.772,0.918,0.386,0.169,0.992,0.93,0.737,0.994,0.93,0.772,0.699,0.997,0.997
0.768,0.516,0.925,0.57,1.0,0.98,0.235,0.344,0.516,0.768,0.925,0.994,0.883,0.831,0.205,0.264,0.973,0.756,0.693,0.98,0.918,0.619,0.744,0.988,0.988
0.585,0.632,0.881,0.717,0.996,0.916,0.204,0.514,0.632,0.585,0.881,0.998,0.742,0.979,0.532,0.234,0.996,0.864,0.809,0.968,0.94,0.754,0.676,0.984,0.984
0.624,0.476,0.824,0.708,1.0,0.991,0.377,0.321,0.476,0.624,0.824,1.0,0.841,0.926,0.553,0.207,0.999,0.743,0.886,0.982,0.911,0.821,0.826,0.999,0.999
0.65,0.439,0.823,0.716,0.999,0.983,0.33,0.387,0.439,0.65,0.823,0.989,0.823,0.823,0.439,0.488,0.946,0.957,0.823,0.997,0.799,0.823,0.716,0.994,0.994
0.478,0.526,0.763,0.711,0.999,0.997,0.232,0.346,0.526,0.478,0.763,1.0,0.743,0.935,0.494,0.15,0.98,0.891,0.849,0.998,0.909,0.753,0.743,0.999,0.999
0.686,0.639,0.929,0.771,0.976,0.94,0.381,0.272,0.639,0.686,0.929,0.986,0.852,0.962,0.583,0.256,0.998,0.693,0.864,0.903,0.95,0.875,0.739,0.993,0.993
0.552,0.541,0.814,0.644,0.998,0.996,0.141,0.295,0.541,0.552,0.814,1.0,0.73,0.921,0.482,0.242,0.998,0.844,0.814,0.999,0.881,0.697,0.814,0.999,0.999
0.589,0.553,0.842,0.779,0.996,0.975,0.331,0.327,0.553,0.589,0.842,0.994,0.79,0.967,0.574,0.226,1.0,0.716,0.891,0.976,0.914,0.83,0.853,1.0,1.0
0.509,0.538,0.788,0.592,0.979,0.998,0.271,0.271,0.538,0.509,0.788,0.999,0.714,0.936,0.401,0.242,0.984,0.867,0.863,0.998,0.835,0.7,0.83,0.997,0.997
0.577,0.483,0.798,0.76,1.0,0.995,0.296,0.351,0.483,0.577,0.798,1.0,0.775,0.933,0.516,0.209,0.997,0.832,0.836,0.995,0.897,0.793,0.848,0.998,0.998
0.738,0.25,0.811,0.777,0.999,0.98,0.337,0.544,0.25,0.738,0.811,0.968,0.843,0.696,0.337,0.544,0.954,0.999,0.599,1.0,0.843,0.777,0.696,0.989,0.989
0.615,0.615,0.887,0.679,1.0,0.963,0.312,0.468,0.615,0.615,0.887,0.998,0.784,0.94,0.462,0.312,0.99,0.825,0.882,0.975,0.891,0.844,0.765,1.0,1.0
0.467,0.458,0.714,0.872,0.991,0.948,0.271,0.471,0.458,0.467,0.714,1.0,0.749,0.963,0.721,0.179,0.916,0.939,0.897,0.96,0.874,0.901,0.729,0.993,0.993
0.803,0.4,0.909,0.706,0.998,0.98,0.326,0.326,0.4,0.803,0.909,0.998,0.895,0.871,0.582,0.21,0.998,0.792,0.792,0.961,0.871,0.879,0.757,0.983,0.983
0.512,0.433,0.728,0.821,0.98,0.927,0.283,0.321,0.433,0.512,0.728,0.991,0.865,0.941,0.645,0.277,0.961,0.804,0.951,0.94,0.953,0.847,0.768,0.993,0.993
0.562,0.581,0.842,0.745,1.0,0.973,0.255,0.456,0.581,0.562,0.842,1.0,0.728,0.951,0.522,0.222,0.996,0.88,0.792,0.981,0.901,0.807,0.741,0.997,0.997
0.666,0.71,0.949,0.479,1.0,0.989,0.21,0.397,0.71,0.666,0.949,0.994,0.801,0.898,0.267,0.145,0.999,0.851,0.801,0.992,0.966,0.596,0.617,0.969,0.969
0.416,0.477,0.694,0.788,0.997,0.997,0.23,0.348,0.477,0.416,0.694,0.991,0.652,0.948,0.592,0.272,0.983,0.89,0.842,1.0,0.85,0.788,0.867,0.981,0.981
0.535,0.493,0.777,0.747,1.0,0.98,0.327,0.463,0.493,0.535,0.777,0.999,0.79,0.915,0.562,0.212,0.942,0.927,0.88,0.989,0.913,0.828,0.699,1.0,1.0
0.625,0.604,0.886,0.751,0.994,0.942,0.124,0.499,0.604,0.625,0.886,0.994,0.719,0.948,0.388,0.213,1.0,0.859,0.751,0.989,0.934,0.674,0.645,0.948,0.948
0.636,0.567,0.874,0.606,1.0,0.971,0.28,0.479,0.567,0.636,0.874,1.0,0.828,0.889,0.449,0.24,0.965,0.921,0.845,0.988,0.93,0.762,0.598,0.995,0.995
0.633,0.45,0.817,0.869,0.988,0.925,0.225,0.615,0.45,0.633,0.817,1.0,0.755,0.878,0.45,0.538,0.95,0.966,0.794,0.999,0.794,0.805,0.878,1.0,1.0
0.713,0.55,0.908,0.589,1.0,0.977,0.241,0.51,0.55,0.713,0.908,1.0,0.836,0.875,0.439,0.156,0.996,0.911,0.741,0.998,0.925,0.683,0.651,0.954,0.954
0.628,0.612,0.891,0.661,0.999,0.977,0.145,0.278,0.612,0.628,0.891,1.0,0.759,0.921,0.433,0.306,0.998,0.866,0.795,0.98,0.927,0.746,0.594,0.995,0.995
0.61,0.535,0.844,0.762,0.993,0.964,0.228,0.39,0.535,0.61,0.844,0.998,0.801,0.933,0.581,0.2,0.988,0.856,0.86,0.977,0.919,0.796,0.735,0.999,0.999
0.534,0.436,0.745,0.849,0.999,0.962,0.299,0.487,0.436,0.534,0.745,1.0,0.724,0.966,0.631,0.276,0.993,0.849,0.849,0.981,0.877,0.883,0.801,1.0,1.0
0.608,0.524,0.837,0.719,0.998,0.957,0.258,0.447,0.524,0.608,0.837,0.999,0.819,0.943,0.524,0.168,0.969,0.908,0.855,0.973,0.926,0.828,0.575,0.995,0.995
0.499,0.487,0.752,0.741,0.999,0.982,0.351,0.521,0.487,0.499,0.752,1.0,0.776,0.942,0.559,0.223,0.927,0.904,0.923,0.992,0.877,0.86,0.786,0.991,0.991
0.604,0.494,0.82,0.747,0.998,0.965,0.31,0.442,0.494,0.604,0.82,0.999,0.825,0.923,0.533,0.239,0.995,0.825,0.858,0.971,0.923,0.849,0.659,0.99,0.99
0.571,0.397,0.748,0.807,1.0,0.985,0.387,0.407,0.397,0.571,0.748,0.992,0.82,0.898,0.585,0.301,0.993,0.875,0.816,0.979,0.864,0.889,0.798,0.991,0.991
0.564,0.51,0.805,0.638,0.994,0.998,0.299,0.374,0.51,0.564,0.805,1.0,0.784,0.905,0.434,0.201,0.998,0.823,0.838,0.996,0.891,0.784,0.834,0.997,0.997
0.586,0.487,0.806,0.737,0.999,0.98,0.324,0.5,0.487,0.586,0.806,1.0,0.771,0.927,0.53,0.217,0.99,0.862,0.846,0.99,0.862,0.837,0.717,0.99,0.99
0.575,0.537,0.826,0.751,1.0,0.985,0.398,0.372,0.537,0.575,0.826,1.0,0.815,0.914,0.503,0.218,1.0,0.789,0.822,0.964,0.949,0.862,0.701,0.998,0.998
0.658,0.494,0.853,0.7,1.0,0.978,0.325,0.387,0.494,0.658,0.853,0.999,0.83,0.881,0.478,0.336,0.999,0.846,0.805,0.98,0.897,0.842,0.694,0.992,0.992
0.545,0.545,0.812,0.52,0.957,0.99,0.36,0.391,0.545,0.545,0.812,0.992,0.732,0.887,0.338,0.157,0.992,0.738,0.794,0.996,0.834,0.721,0.85,1.0,1.0
0.564,0.516,0.808,0.744,1.0,0.992,0.324,0.465,0.516,0.564,0.808,0.997,0.765,0.956,0.473,0.185,0.968,0.89,0.88,0.994,0.862,0.799,0.821,0.997,0.997
0.417,0.469,0.689,0.777,0.996,0.992,0.417,0.523,0.469,0.417,0.689,0.997,0.752,0.933,0.556,0.211,0.965,0.861,0.91,0.991,0.874,0.888,0.816,0.992,0.992
0.659,0.57,0.888,0.738,0.993,0.966,0.409,0.277,0.57,0.659,0.888,0.997,0.867,0.951,0.593,0.215,0.996,0.799,0.873,0.935,0.948,0.864,0.751,1.0,1.0
0.642,0.607,0.896,0.51,0.992,0.998,0.149,0.342,0.607,0.642,0.896,0.994,0.733,0.887,0.444,0.221,0.999,0.903,0.719,1.0,0.797,0.705,0.674,1.0,1.0
0.548,0.579,0.833,0.807,0.978,0.94,0.216,0.351,0.579,0.548,0.833,0.98,0.788,0.975,0.643,0.202,0.967,0.788,0.951,0.96,0.924,0.807,0.807,0.994,0.994
0.483,0.537,0.773,0.722,0.996,0.998,0.156,0.286,0.537,0.483,0.773,0.993,0.643,0.93,0.524,0.225,0.995,0.773,0.781,0.999,0.902,0.731,0.876,0.993,0.993
0.548,0.548,0.816,0.627,0.994,1.0,0.246,0.348,0.548,0.548,0.816,1.0,0.746,0.939,0.507,0.155,0.973,0.881,0.876,1.0,0.874,0.734,0.772,0.998,0.998
0.582,0.527,0.824,0.672,0.995,0.997,0.285,0.451,0.527,0.582,0.824,0.999,0.748,0.912,0.442,0.241,0.995,0.856,0.831,0.998,0.824,0.828,0.796,1.0,1.0
0.469,0.557,0.778,0.722,0.995,0.994,0.169,0.366,0.557,0.469,0.778,0.999,0.622,0.947,0.529,0.307,0.999,0.811,0.834,0.999,0.811,0.795,0.881,1.0,1.0
0.568,0.568,0.838,0.554,0.976,1.0,0.398,0.451,0.568,0.568,0.838,0.993,0.77,0.896,0.388,0.147,0.996,0.756,0.806,1.0,0.834,0.746,0.806,0.999,0.999
0.523,0.668,0.872,0.47,0.987,1.0,0.259,0.297,0.668,0.523,0.872,0.996,0.724,0.912,0.332,0.219,0.983,0.893,0.836,1.0,0.937,0.628,0.697,0.999,0.999
0.639,0.508,0.848,0.757,0.994,0.963,0.253,0.406,0.508,0.639,0.848,1.0,0.822,0.909,0.548,0.236,0.995,0.853,0.833,0.979,0.897,0.817,0.751,1.0,1.0
0.511,0.48,0.756,0.673,0.984,1.0,0.344,0.428,0.48,0.511,0.756,0.991,0.739,0.896,0.485,0.168,0.998,0.811,0.852,1.0,0.829,0.792,0.833,0.997,0.997
0.481,0.545,0.777,0.655,0.985,0.999,0.257,0.347,0.545,0.481,0.777,0.993,0.675,0.949,0.468,0.295,0.998,0.851,0.806,1.0,0.839,0.762,0.826,0.999,0.999
0.638,0.588,0.885,0.716,0.999,0.964,0.143,0.369,0.588,0.638,0.885,1.0,0.726,0.95,0.533,0.244,0.986,0.773,0.726,0.986,0.859,0.726,0.716,0.957,0.957
0.602,0.586,0.866,0.776,0.992,0.958,0.315,0.389,0.586,0.602,0.866,0.997,0.796,0.952,0.586,0.241,0.996,0.82,0.86,0.96,0.906,0.851,0.764,1.0,1.0
0.66,0.494,0.854,0.618,0.999,0.963,0.179,0.437,0.494,0.66,0.854,1.0,0.854,0.829,0.437,0.265,0.999,0.842,0.815,0.979,0.927,0.753,0.68,0.995,0.995
0.374,0.512,0.694,0.741,0.999,0.993,0.398,0.444,0.512,0.374,0.694,0.997,0.789,0.963,0.573,0.161,0.89,0.834,0.985,0.988,0.908,0.853,0.88,0.938,0.938
0.527,0.544,0.802,0.742,0.998,0.997,0.241,0.439,0.544,0.527,0.802,0.999,0.672,0.936,0.559,0.156,0.989,0.876,0.837,0.997,0.811,0.837,0.82,0.999,0.999
0.447,0.535,0.751,0.758,1.0,0.979,0.206,0.481,0.535,0.447,0.751,0.991,0.723,0.967,0.545,0.169,0.935,0.874,0.938,0.992,0.869,0.829,0.835,0.986,0.986
0.487,0.529,0.77,0.821,0.996,0.96,0.254,0.513,0.529,0.487,0.77,0.999,0.729,0.965,0.642,0.202,0.919,0.926,0.909,0.977,0.868,0.883,0.774,0.99,0.99
