ATC_C,ATC_H,ATC_N,ATC_O,ATC_S
26.17,13.19,53.19,7.18,0.27
26.6,13.47,52.49,7.33,0.11
26.46,13.03,53.1,7.22,0.19
26.42,13.35,52.8,7.33,0.1
26.63,12.99,52.83,7.32,0.23
27.78,11.8,53.69,6.64,0.08
25.58,13.31,53.08,7.81,0.22
26.38,13.13,52.47,7.75,0.27
26.8,13.61,51.93,7.32,0.34
26.39,13.18,52.93,7.31,0.18
26.83,13.47,52.48,7.07,0.15
26.16,14.03,52.41,7.25,0.15
25.83,13.98,53.03,6.9,0.27
26.43,12.89,52.83,7.59,0.25
27.48,13.31,51.6,7.26,0.34
26.95,13.23,51.71,7.79,0.33
26.35,13.28,52.93,7.09,0.35
26.87,13.08,52.64,7.19,0.22
26.69,12.91,53.04,7.24,0.12
26.2,13.36,52.97,7.24,0.23
26.01,13.32,53.36,7.1,0.22
27.19,12.71,53.12,6.83,0.15
26.46,13.48,52.36,7.65,0.05
26.49,13.39,52.63,7.2,0.29
26.56,12.97,53.01,7.27,0.2
26.18,12.88,53.31,7.41,0.22
25.85,13.58,52.55,7.82,0.2
26.74,12.78,52.98,7.36,0.15
26.39,12.86,53.36,7.16,0.22
26.63,13.8,52.1,7.12,0.34
26.95,12.79,52.95,7.1,0.21
26.29,13.45,52.24,7.95,0.07
26.45,12.98,52.98,7.29,0.3
26.65,13.53,52.28,7.36,0.17
26.93,13.21,52.35,7.35,0.17
26.5,13.54,52.17,7.6,0.19
26.62,12.72,52.58,7.91,0.17
27.18,13.38,52.1,7.17,0.16
27.34,13.01,52.48,6.94,0.23
27.39,12.76,52.5,7.13,0.23
27.32,13.25,52.14,7.1,0.18
26.86,12.85,52.81,7.25,0.24
26.36,13.31,52.86,7.24,0.23
27.11,12.95,52.8,6.94,0.2
25.71,13.86,52.43,7.54,0.46
26.31,13.3,52.91,7.3,0.17
26.76,13.14,52.61,7.31,0.17
27.35,12.79,52.52,6.99,0.36
26.43,13.35,52.23,7.48,0.51
26.16,13.62,52.37,7.55,0.3
26.58,13.24,53.16,6.91,0.12
26.42,13.69,52.05,7.52,0.33
26.8,13.68,52.4,6.8,0.32
26.26,13.74,52.19,7.68,0.13
26.36,13.59,52.5,7.35,0.21
26.45,13.23,53.16,6.87,0.29
26.74,13.2,52.49,7.35,0.22
26.74,13.84,52.5,6.78,0.14
26.58,12.8,53.34,7.09,0.19
26.42,13.18,52.72,7.41,0.27
26.67,13.49,52.6,7.05,0.18
26.86,13.01,52.41,7.5,0.21
28.01,12.06,52.84,6.8,0.28
26.62,12.91,52.76,7.46,0.25
26.85,13.74,52.1,7.03,0.28
25.64,12.75,53.79,7.72,0.1
26.26,13.98,52.52,7.05,0.18
26.21,13.11,53.23,7.36,0.09
26.26,13.27,53.29,6.88,0.31
26.39,13.24,52.74,7.48,0.15
26.3,13.85,52.05,7.49,0.31
26.36,13.26,52.89,7.3,0.19
26.79,13.37,52.43,7.18,0.22
26.11,13.11,53.05,7.57,0.16
26.71,13.59,52.29,7.14,0.26
27.36,13.4,52.47,6.57,0.19
26.38,13.89,52.13,7.15,0.46
27.27,12.92,52.23,7.4,0.18
26.23,13.58,52.51,7.39,0.29
25.8,12.0,53.86,8.29,0.04
26.7,13.23,52.72,7.05,0.3
26.02,13.23,53.02,7.47,0.26
26.16,13.24,52.69,7.74,0.17
26.73,12.72,52.48,7.9,0.17
26.09,13.58,53.05,6.98,0.3
26.48,13.38,52.89,7.08,0.18
26.34,13.74,51.95,7.7,0.27
25.96,13.6,52.45,7.65,0.34
26.19,13.53,52.33,7.79,0.16
25.81,13.18,53.47,7.49,0.06
25.84,13.56,52.81,7.6,0.19
27.01,13.62,52.27,7.0,0.1
26.1,13.82,52.83,6.94,0.3
26.04,13.51,53.31,7.01,0.13
26.04,13.73,52.4,7.64,0.19
26.81,12.71,52.89,7.45,0.15
26.79,13.45,52.76,6.92,0.09
27.09,13.53,52.39,6.8,0.19
26.02,13.15,52.82,7.71,0.31
26.54,13.81,52.15,7.36,0.14
26.47,13.78,52.43,7.28,0.04
27.04,13.35,52.33,6.92,0.36
26.16,13.44,53.01,7.01,0.37
26.25,13.28,53.31,6.98,0.18
25.68,13.53,53.05,7.54,0.19
27.03,13.32,52.63,6.85,0.17
26.66,13.74,52.09,7.21,0.3
26.72,12.82,53.14,7.16,0.15
26.5,13.17,52.94,7.21,0.18
25.99,14.03,52.03,7.71,0.25
26.03,13.6,52.88,7.32,0.17
25.93,12.43,53.75,7.75,0.15
26.86,13.59,52.08,7.34,0.12
26.99,13.44,52.15,7.19,0.23
26.5,13.37,52.52,7.28,0.34
25.93,13.75,52.61,7.58,0.13
27.05,12.72,52.97,7.07,0.18
26.6,13.06,52.73,7.33,0.29
26.35,13.42,52.91,7.12,0.2
27.32,12.37,53.16,6.81,0.34
27.02,13.72,51.95,7.18,0.12
26.41,13.23,53.07,7.13,0.16
26.96,13.08,52.67,7.18,0.11
26.92,13.28,52.14,7.5,0.17
26.88,13.24,52.42,7.29,0.17
27.51,12.97,52.28,7.02,0.21
27.13,13.17,52.19,7.24,0.27
25.59,13.4,53.36,7.45,0.21
26.43,13.56,52.41,7.33,0.28
26.17,13.22,53.29,6.98,0.35
26.95,13.1,52.71,7.03,0.21
26.16,14.88,52.2,6.43,0.34
26.4,13.51,52.86,7.11,0.11
26.36,13.31,53.23,6.84,0.26
27.31,13.04,51.97,7.29,0.39
26.14,13.72,52.49,7.63,0.02
26.6,13.47,52.77,6.98,0.18
26.1,12.99,52.74,7.89,0.27
26.4,13.0,53.43,6.86,0.31
26.01,13.31,53.25,7.33,0.1
26.55,13.02,52.93,7.43,0.07
26.9,12.99,52.2,7.71,0.2
26.39,13.44,52.94,7.01,0.22
26.88,14.34,51.44,7.2,0.14
27.38,13.33,51.92,7.22,0.16
27.32,12.91,52.44,7.13,0.2
26.33,13.47,52.78,7.42,0.0
26.29,13.34,52.98,7.21,0.17
26.76,13.36,52.49,7.18,0.2
27.12,13.16,52.08,7.41,0.23
26.76,13.53,52.53,6.99,0.2
26.82,13.5,52.12,7.47,0.08
25.34,13.87,52.91,7.1,0.78
27.3,12.53,52.43,7.61,0.13
26.22,13.06,53.17,7.31,0.24
26.19,13.66,53.09,6.9,0.15
26.72,13.16,52.38,7.49,0.25
26.06,13.67,52.72,7.48,0.08
25.22,14.7,52.58,6.82,0.68
25.94,13.35,52.76,7.75,0.2
26.6,13.24,52.78,7.18,0.2
27.47,13.18,52.35,6.71,0.29
26.5,13.96,52.26,7.16,0.11
26.35,13.58,52.99,6.96,0.13
26.76,13.26,52.46,7.37,0.15
26.97,13.43,52.49,6.88,0.23
26.48,13.23,53.05,7.11,0.13
27.4,13.29,51.78,7.38,0.16
25.42,13.23,53.36,7.84,0.14
26.87,13.1,52.81,7.0,0.21
26.41,13.47,52.62,7.32,0.19
26.63,12.87,52.39,7.67,0.44
25.56,13.31,53.3,7.67,0.15
27.07,13.16,52.62,6.94,0.22
26.84,13.3,52.53,7.19,0.14
27.17,13.04,53.0,6.64,0.16
26.53,13.5,52.28,7.66,0.03
26.67,13.31,52.71,7.04,0.28
26.75,13.4,52.47,7.14,0.25
26.27,13.7,52.94,6.91,0.17
26.86,13.13,52.88,7.07,0.06
26.91,13.14,52.59,7.22,0.14
27.13,12.81,52.97,7.0,0.09
26.55,13.23,52.93,7.04,0.25
25.66,13.1,53.2,7.76,0.28
26.04,13.49,52.75,7.54,0.17
26.0,13.49,52.93,7.47,0.11
26.98,13.3,52.24,7.22,0.26
26.76,13.17,52.3,7.45,0.31
26.8,13.21,52.66,7.11,0.22
26.19,13.3,53.25,7.2,0.06
26.19,13.44,53.03,7.18,0.15
26.59,13.5,52.4,7.24,0.27
27.1,13.05,52.79,6.9,0.16
26.01,13.04,53.76,6.99,0.2
27.46,13.04,52.19,7.18,0.13
26.23,13.6,53.29,6.71,0.17
26.38,13.45,52.31,7.65,0.22
26.32,14.19,52.44,6.84,0.2
27.03,13.16,52.26,7.27,0.27
27.31,13.3,52.01,7.19,0.19
25.76,13.59,53.11,7.34,0.2
27.01,13.24,52.38,7.2,0.17
26.83,13.15,52.67,7.13,0.23
26.28,13.41,52.96,7.19,0.16
27.73,12.44,52.57,7.07,0.2
26.43,13.17,52.95,7.27,0.18
26.41,12.95,53.01,7.51,0.12
26.48,13.47,52.31,7.64,0.1
26.7,13.51,52.39,7.15,0.25
25.69,13.67,52.62,7.18,0.83
27.25,13.24,52.41,6.91,0.19
26.43,14.02,52.49,6.98,0.08
27.12,12.9,52.61,7.13,0.24
26.61,13.86,51.87,7.4,0.27
27.18,13.28,52.05,7.36,0.13
26.43,14.07,52.48,6.94,0.08
26.45,13.32,52.64,7.07,0.52
27.24,12.23,53.85,6.3,0.37
26.81,13.88,52.12,7.16,0.04
26.37,13.94,51.59,7.4,0.7
26.68,13.02,52.96,7.15,0.19
26.54,13.02,52.9,7.36,0.18
26.37,13.31,52.88,7.23,0.21
26.95,14.25,51.86,6.75,0.19
26.19,13.7,52.28,7.52,0.31
26.46,13.24,52.72,7.43,0.16
26.88,13.37,52.49,6.97,0.29
26.73,12.99,53.17,7.04,0.07
26.55,13.82,52.1,7.36,0.17
26.97,12.97,52.54,7.31,0.21
25.99,13.7,53.25,6.72,0.34
26.0,13.59,53.03,7.2,0.17
27.38,12.96,52.51,6.98,0.17
26.56,13.33,52.55,7.27,0.29
26.11,11.93,53.37,8.47,0.12
26.03,13.95,52.41,7.27,0.34
26.61,13.6,52.52,7.09,0.18
26.78,13.47,51.87,7.4,0.48
26.43,12.47,53.32,7.53,0.25
26.6,12.7,53.21,7.25,0.24
26.29,13.43,52.91,7.17,0.2
25.91,11.92,53.68,8.27,0.22
26.1,13.97,52.26,7.51,0.16
27.18,13.53,52.01,7.05,0.23
26.7,13.49,52.73,7.02,0.07
26.31,13.28,53.04,7.14,0.23
26.51,13.26,52.84,7.14,0.26
26.46,13.87,52.42,7.11,0.14
26.29,13.11,52.9,7.6,0.1
26.59,13.6,52.69,6.98,0.15
26.81,13.14,52.94,6.93,0.18
26.4,14.43,51.78,7.06,0.33
27.18,12.85,53.03,6.8,0.14
26.99,13.39,52.38,6.98,0.26
26.49,13.2,52.14,7.77,0.4
26.84,13.33,53.0,6.68,0.15
26.68,13.66,51.97,6.99,0.71
26.58,13.23,52.3,7.69,0.21
26.4,13.22,52.45,7.71,0.22
26.64,13.25,52.42,7.55,0.14
26.93,12.88,52.89,7.19,0.11
25.82,13.7,53.13,7.17,0.18
26.65,13.54,52.03,7.47,0.32
26.5,13.32,52.88,7.21,0.09
26.81,13.05,52.91,7.01,0.23
26.59,14.71,50.76,7.77,0.16
26.92,13.39,52.42,7.17,0.1
27.33,13.28,51.94,7.33,0.11
26.04,13.51,52.9,7.3,0.25
26.79,12.98,52.84,7.17,0.21
26.34,13.01,52.75,7.6,0.3
26.35,12.69,53.78,6.97,0.22
26.7,14.0,52.05,7.12,0.14
26.8,13.3,52.36,7.33,0.21
27.19,13.35,52.34,6.8,0.32
26.51,13.13,52.91,7.16,0.29
25.72,13.37,53.93,6.85,0.13
25.97,13.59,53.28,7.07,0.1
25.95,13.78,52.83,7.36,0.08
26.55,13.23,52.87,7.08,0.27
26.58,13.36,52.0,7.93,0.12
26.78,13.0,53.03,6.99,0.2
26.3,13.32,52.77,7.23,0.38
26.04,13.61,53.0,7.07,0.28
25.62,13.36,53.52,7.38,0.12
27.26,13.02,52.58,6.88,0.26
26.89,13.13,52.86,6.95,0.16
26.28,13.26,53.18,7.14,0.14
26.39,13.23,52.74,7.37,0.27
26.52,14.18,52.24,6.86,0.19
26.48,13.16,52.82,7.34,0.2
26.39,13.44,52.35,7.61,0.2
25.44,13.79,53.22,7.38,0.17
26.45,13.4,52.41,7.46,0.28
26.41,14.94,51.07,7.16,0.41
25.97,13.3,52.8,7.73,0.2
26.19,13.56,53.03,7.06,0.17
26.66,13.19,53.03,6.87,0.25
26.54,13.6,52.38,7.35,0.14
26.26,13.85,52.98,6.83,0.08
26.26,13.38,52.52,7.65,0.2
26.04,13.65,53.01,7.18,0.12
26.57,13.54,52.71,7.05,0.12
26.09,13.2,53.17,7.41,0.13
26.08,12.79,53.36,7.47,0.3
26.87,13.28,52.42,7.31,0.11
26.84,12.93,52.3,7.73,0.2
26.25,13.98,53.05,6.61,0.11
25.7,13.97,52.44,7.78,0.11
25.87,13.19,53.46,7.27,0.21
26.03,13.09,53.56,7.12,0.2
26.11,13.22,52.86,7.62,0.2
26.12,13.29,53.3,6.92,0.37
25.98,12.95,53.38,7.47,0.21
25.89,13.41,52.6,7.73,0.37
26.24,13.33,53.35,6.98,0.1
25.91,13.29,52.83,7.86,0.11
27.13,13.5,52.0,7.16,0.21
26.17,13.17,52.69,7.52,0.45
27.56,13.33,51.76,7.1,0.24
26.5,13.46,52.07,7.83,0.14
27.0,13.36,52.51,7.04,0.1
26.62,13.46,53.17,6.57,0.19
25.82,13.42,52.95,7.38,0.43
26.1,13.63,52.58,7.44,0.25
26.68,12.87,53.12,7.11,0.22
26.9,13.09,52.38,7.56,0.08
26.86,13.13,52.84,6.99,0.19
26.23,13.63,52.44,7.47,0.23
26.16,13.25,52.83,7.51,0.24
27.43,12.78,52.8,6.86,0.13
27.42,13.23,51.83,7.34,0.19
26.09,13.01,53.75,6.95,0.2
26.7,13.35,53.14,6.65,0.15
26.32,13.4,52.65,7.31,0.32
26.24,14.05,52.44,7.07,0.2
26.54,12.98,53.29,7.04,0.15
27.05,13.41,52.43,6.93,0.19
26.87,13.45,52.24,7.27,0.17
27.01,13.11,52.64,6.88,0.36
26.89,13.44,52.28,7.21,0.17
26.39,13.67,52.19,7.47,0.28
26.44,13.46,52.62,7.25,0.23
26.8,12.99,52.65,7.3,0.26
27.03,12.52,52.9,7.4,0.15
26.25,13.38,52.99,7.2,0.19
26.01,13.3,53.06,7.42,0.21
26.24,13.36,52.62,7.52,0.26
26.62,13.76,51.7,7.46,0.46
26.15,12.92,53.66,7.04,0.23
26.04,13.52,52.74,7.59,0.11
26.31,13.77,52.21,7.5,0.21
26.21,13.46,53.05,7.04,0.24
27.44,13.15,52.01,7.22,0.18
26.68,12.07,53.19,7.92,0.14
26.66,11.07,54.06,7.88,0.33
27.05,13.48,52.05,7.1,0.32
26.48,13.31,52.77,7.21,0.23
26.28,12.6,53.05,7.86,0.21
27.54,12.78,52.47,7.05,0.16
26.92,13.45,52.26,7.08,0.3
25.99,13.69,52.9,7.19,0.23
26.63,13.29,52.59,7.32,0.17
26.29,13.12,52.85,7.48,0.26
27.22,12.67,52.81,7.13,0.17
26.52,12.81,53.86,6.6,0.22
26.27,13.43,53.36,6.79,0.14
26.46,13.06,52.94,7.33,0.21
26.39,12.76,53.21,7.56,0.08
27.09,13.1,52.26,7.37,0.19
26.11,13.13,52.77,7.83,0.16
26.62,13.2,52.59,7.41,0.18
27.53,12.76,52.45,7.03,0.23
26.06,13.38,53.2,7.26,0.1
26.29,13.51,52.51,7.51,0.17
27.17,13.33,52.37,6.97,0.16
26.01,13.66,52.66,7.54,0.13
26.91,12.21,53.29,7.47,0.13
27.15,12.53,53.33,6.75,0.25
26.49,13.59,52.02,7.63,0.27
26.24,13.58,53.03,6.95,0.19
26.62,12.78,52.77,7.72,0.1
26.13,13.24,53.01,7.42,0.21
26.72,12.73,52.87,7.31,0.37
26.85,13.31,52.49,7.22,0.13
26.51,13.3,53.0,7.06,0.14
26.94,13.46,52.63,6.78,0.19
27.06,13.05,52.91,6.56,0.41
27.1,13.04,52.75,6.87,0.24
25.63,14.35,52.13,7.85,0.04
27.15,12.27,53.23,7.16,0.19
26.58,12.84,52.58,7.66,0.34
26.62,14.53,52.13,6.51,0.22
26.91,12.93,52.91,7.09,0.15
27.45,12.83,52.39,7.24,0.09
26.4,12.1,53.05,8.11,0.34
26.11,13.75,52.64,7.36,0.15
26.36,13.34,52.62,7.5,0.18
26.45,13.29,52.97,7.07,0.21
26.67,12.83,53.06,7.17,0.26
27.36,13.25,51.84,7.4,0.16
26.66,13.63,52.75,6.9,0.06
26.07,12.76,53.52,7.55,0.1
25.7,13.58,52.68,7.84,0.2
25.94,14.26,51.92,7.54,0.33
25.75,12.77,53.72,7.64,0.13
26.91,13.51,52.35,7.08,0.15
26.35,12.79,52.91,7.62,0.34
26.56,13.12,52.79,7.24,0.28
26.76,13.64,52.31,7.19,0.1
26.62,12.94,52.88,7.4,0.17
26.97,13.02,52.61,7.18,0.22
26.36,12.32,53.48,7.64,0.2
26.86,12.81,52.75,7.3,0.28
25.7,12.85,53.62,7.7,0.13
27.23,12.82,52.62,7.23,0.11
26.34,13.65,52.51,7.26,0.24
26.77,13.17,51.85,7.87,0.35
26.8,13.17,53.16,6.76,0.11
26.88,13.13,52.53,7.21,0.25
27.47,13.35,51.96,7.15,0.07
26.79,13.1,52.82,7.09,0.21
25.94,13.08,53.34,7.58,0.06
26.25,13.79,52.6,7.3,0.06
26.53,13.72,52.23,7.35,0.17
26.59,12.75,52.52,7.91,0.23
26.46,13.11,53.32,7.02,0.09
26.49,12.91,53.36,6.98,0.26
25.94,13.47,52.92,7.48,0.19
25.76,12.02,53.53,8.3,0.39
26.09,14.03,51.91,7.75,0.21
25.68,13.6,53.22,7.38,0.13
26.3,13.13,53.47,7.03,0.07
26.9,12.84,52.86,7.19,0.21
27.11,12.95,52.86,7.02,0.05
26.42,13.23,52.98,7.14,0.23
26.28,13.25,53.34,6.91,0.23
26.74,12.96,52.85,7.31,0.13
26.86,13.74,51.97,7.33,0.1
26.17,13.26,53.46,6.92,0.19
27.13,13.02,52.31,7.33,0.21
26.57,13.56,52.71,7.07,0.1
26.07,13.74,52.85,7.2,0.14
26.06,13.49,52.57,7.76,0.12
26.75,13.34,52.41,7.42,0.07
26.54,13.41,52.98,6.97,0.1
26.94,13.3,52.33,7.18,0.25
26.14,14.09,52.09,7.41,0.26
26.84,13.88,51.73,7.25,0.3
26.16,13.48,53.01,7.13,0.24
26.9,12.87,52.64,7.46,0.14
26.43,13.03,53.36,7.0,0.17
26.13,13.7,52.49,7.52,0.16
26.6,13.17,52.64,7.38,0.21
27.2,13.64,51.93,7.09,0.13
26.89,13.04,52.52,7.28,0.26
26.74,13.55,52.32,7.16,0.23
26.33,13.3,52.71,7.41,0.25
27.09,13.23,51.96,7.64,0.09
26.59,13.49,52.54,7.2,0.18
26.0,13.29,53.64,7.02,0.06
25.9,14.0,52.31,7.65,0.15
26.19,12.3,53.57,7.86,0.09
27.03,13.08,51.98,7.74,0.18
26.18,13.07,53.27,7.38,0.11
26.82,13.2,52.72,7.11,0.16
26.06,12.36,53.76,7.58,0.24
26.3,13.62,52.68,7.17,0.23
26.36,13.45,52.32,7.46,0.4
26.45,12.99,52.97,7.29,0.29
27.29,12.76,52.54,7.17,0.24
27.19,13.27,52.45,6.98,0.1
26.88,13.59,52.33,7.11,0.09
26.22,13.21,53.6,6.91,0.06
26.34,13.37,53.04,7.09,0.16
26.9,12.93,52.78,7.18,0.22
25.94,13.41,53.09,7.34,0.23
26.46,13.45,52.88,6.93,0.27
26.67,13.69,52.16,7.26,0.22
26.8,12.92,52.45,7.51,0.32
26.04,13.28,53.07,7.41,0.21
26.36,12.93,52.57,7.92,0.22
27.14,12.9,52.85,6.99,0.12
27.29,13.15,52.06,7.36,0.15
27.35,13.08,52.08,7.4,0.09
27.34,12.84,53.09,6.53,0.2
26.13,12.93,52.86,7.48,0.61
26.41,13.37,53.0,6.99,0.22
26.69,13.23,52.76,6.96,0.36
26.72,13.83,51.99,7.33,0.12
26.68,13.45,52.92,6.72,0.23
26.46,13.72,52.74,6.7,0.39
26.63,13.23,52.03,8.0,0.12
26.74,13.66,52.67,6.86,0.07
25.88,13.48,53.03,7.34,0.27
26.83,12.79,53.15,7.0,0.23
26.82,14.33,51.64,6.93,0.28
26.53,13.03,53.19,7.01,0.24
26.41,13.42,52.91,7.0,0.27
26.03,13.42,52.58,7.78,0.19
26.5,12.81,52.69,7.68,0.33
26.76,13.74,52.24,7.04,0.21
26.58,13.21,52.89,7.14,0.18
26.75,12.85,52.92,7.29,0.19
26.62,13.26,52.64,7.15,0.33
26.66,13.08,52.71,7.35,0.2
26.97,13.49,52.02,7.18,0.34
25.4,12.59,54.13,7.73,0.15
26.96,13.29,52.27,7.31,0.17
26.48,13.24,52.6,7.53,0.15
26.18,13.15,53.11,7.27,0.28
26.44,13.33,52.81,7.19,0.24
26.18,13.63,52.69,7.25,0.25
26.17,13.33,53.26,7.08,0.16
26.45,13.66,52.26,7.31,0.33
26.71,13.51,52.31,7.29,0.17
26.95,12.77,52.24,7.53,0.52
25.9,13.74,53.02,7.15,0.19
26.54,13.85,52.1,7.4,0.11
26.95,13.09,52.43,7.23,0.3
26.22,13.15,52.88,7.54,0.21
26.53,13.14,52.83,7.31,0.19
26.29,12.47,53.65,7.53,0.05
26.5,12.99,53.08,6.91,0.52
25.87,13.72,52.82,7.27,0.32
25.76,13.28,52.87,7.62,0.47
26.66,13.73,52.48,7.05,0.1
26.66,13.27,52.91,6.96,0.2
26.31,13.39,52.62,7.48,0.21
26.23,13.44,52.86,7.36,0.12
26.54,13.11,52.51,7.64,0.2
26.21,13.25,52.97,7.33,0.23
26.91,12.89,52.74,7.14,0.32
27.22,13.16,52.32,7.13,0.17
26.95,13.1,52.9,6.87,0.18
26.84,13.09,52.79,7.03,0.24
26.56,14.01,52.33,7.08,0.02
26.2,13.18,53.21,7.14,0.26
26.47,13.44,52.36,7.35,0.37
25.83,13.43,53.41,7.0,0.33
26.21,13.74,52.86,7.09,0.1
26.12,12.88,53.04,7.76,0.2
26.13,12.98,53.12,7.5,0.27
26.3,13.3,53.19,7.09,0.11
26.35,13.3,52.93,7.12,0.3
26.61,12.98,53.18,6.95,0.28
26.8,13.1,52.69,7.29,0.12
26.71,13.32,52.62,7.17,0.19
27.0,13.52,52.32,6.99,0.17
26.63,13.34,52.36,7.46,0.2
26.34,13.24,52.6,7.57,0.25
26.03,13.79,52.5,7.61,0.07
26.87,13.1,52.55,7.24,0.23
26.2,12.92,52.73,8.0,0.15
26.2,13.84,52.39,7.32,0.24
25.99,13.38,52.87,7.52,0.24
27.61,12.85,52.53,6.86,0.15
27.5,12.95,52.34,7.09,0.13
26.84,13.75,52.1,7.18,0.14
26.85,13.56,52.23,7.27,0.1
27.05,12.92,52.68,7.05,0.3
26.57,12.73,53.1,7.39,0.21
26.72,14.22,52.36,6.52,0.17
26.35,13.18,53.18,7.2,0.1
25.58,14.06,52.7,7.53,0.14
26.98,12.89,52.54,7.39,0.19
26.75,12.74,52.72,7.55,0.23
27.5,13.23,52.36,6.76,0.15
26.87,12.53,53.09,7.4,0.1
26.1,13.31,53.02,7.4,0.17
26.62,13.25,52.6,7.29,0.24
26.87,12.86,52.39,7.45,0.43
26.61,13.2,52.26,7.59,0.35
26.11,13.53,52.98,7.23,0.15
26.29,13.14,53.22,7.08,0.28
27.16,12.89,53.4,6.37,0.19
27.06,13.25,52.98,6.65,0.06
26.2,13.18,52.77,7.65,0.21
26.75,13.25,52.62,7.14,0.24
26.39,13.64,52.56,7.21,0.21
26.64,13.12,52.74,7.28,0.23
26.67,13.29,52.59,7.24,0.22
26.37,13.15,53.19,7.11,0.18
26.32,12.99,53.29,7.26,0.14
27.2,13.52,52.03,7.08,0.16
26.46,14.31,51.96,7.04,0.23
27.12,12.99,52.29,7.45,0.15
27.02,13.52,52.44,6.75,0.27
27.13,12.57,53.19,6.99,0.12
27.06,13.15,52.13,7.47,0.19
26.29,13.15,53.48,6.93,0.15
26.15,13.23,53.18,7.17,0.26
26.59,12.93,53.54,6.85,0.09
27.27,13.21,52.39,7.0,0.14
26.55,13.29,52.58,7.38,0.2
26.09,13.06,52.78,7.84,0.23
26.56,14.19,52.32,6.83,0.1
26.42,13.64,52.19,7.44,0.32
26.58,13.6,52.31,7.32,0.2
26.87,12.9,52.83,7.21,0.19
26.34,13.46,52.75,7.18,0.28
26.33,13.53,52.43,7.48,0.23
26.54,12.99,53.08,7.21,0.17
27.13,13.41,52.25,7.04,0.17
26.47,13.33,52.44,7.51,0.25
26.77,13.6,52.46,7.03,0.14
26.03,13.49,52.94,7.25,0.29
27.21,12.93,52.69,7.1,0.07
26.82,13.24,52.25,7.44,0.25
25.76,12.84,53.73,7.55,0.13
27.0,13.18,52.52,7.02,0.27
27.11,13.1,52.61,6.87,0.3
26.12,13.49,52.82,7.39,0.19
26.94,12.92,52.92,6.96,0.26
26.27,13.13,53.7,6.7,0.2
26.27,13.3,52.83,7.41,0.19
26.91,13.16,52.39,7.38,0.16
26.29,13.32,52.38,7.86,0.15
26.06,14.41,52.78,6.62,0.13
26.17,13.47,52.84,7.33,0.19
27.05,13.11,52.61,6.89,0.34
26.66,13.25,52.28,7.49,0.32
26.93,13.4,52.75,6.87,0.05
26.35,13.92,52.16,7.36,0.21
26.87,13.02,52.94,7.07,0.11
26.28,13.4,52.57,7.36,0.38
26.12,13.42,52.9,7.31,0.26
27.07,13.51,52.13,7.17,0.12
26.42,12.18,53.4,7.72,0.28
27.09,13.6,52.17,6.96,0.18
26.05,12.99,53.12,7.77,0.08
26.43,13.42,52.69,7.16,0.3
27.05,13.16,52.23,7.37,0.18
26.76,13.18,52.77,7.14,0.14
26.56,13.03,52.56,7.54,0.31
26.67,13.24,52.65,7.2,0.23
26.75,13.43,52.46,7.23,0.13
26.65,13.27,52.57,7.17,0.33
26.99,13.22,52.64,7.01,0.14
26.45,13.59,53.14,6.69,0.12
27.33,13.24,51.98,7.24,0.21
26.73,14.15,51.76,7.22,0.14
26.81,13.53,52.59,6.96,0.1
26.8,13.64,52.07,7.24,0.24
26.3,13.29,52.72,7.54,0.15
26.23,13.64,53.04,6.97,0.11
26.32,11.81,53.96,7.53,0.38
26.86,12.48,53.3,7.19,0.17
25.11,13.56,53.27,7.61,0.45
26.51,13.72,52.46,7.2,0.1
27.09,13.1,52.19,7.42,0.21
26.97,13.09,53.0,6.74,0.2
26.68,13.01,53.16,6.95,0.21
26.77,13.05,52.88,7.17,0.13
26.46,13.17,52.23,7.56,0.58
26.31,13.23,53.16,7.14,0.15
26.24,13.41,52.82,7.28,0.25
26.51,13.44,52.61,7.31,0.12
26.68,13.94,52.27,7.02,0.09
25.43,13.02,53.24,8.09,0.22
26.47,12.74,53.44,7.12,0.23
26.28,12.99,52.82,7.7,0.21
26.09,13.56,52.46,7.73,0.16
25.75,15.3,52.01,6.86,0.08
26.86,13.15,52.68,7.1,0.2
26.65,13.72,52.37,7.12,0.14
26.46,12.93,52.94,7.53,0.15
26.54,12.83,53.01,7.46,0.17
26.67,13.19,52.41,7.44,0.3
26.79,13.36,52.92,6.84,0.1
26.52,13.53,52.81,7.05,0.1
26.78,13.47,52.52,7.14,0.1
26.83,13.18,52.72,6.99,0.28
25.93,13.86,52.65,7.4,0.16
26.9,13.21,52.87,6.83,0.2
26.23,14.0,52.42,7.2,0.14
27.04,13.13,52.56,7.11,0.15
26.67,13.7,52.42,6.79,0.43
26.61,13.91,52.5,6.87,0.1
26.28,13.06,53.5,7.03,0.14
25.45,12.79,53.05,8.65,0.06
26.23,13.28,52.74,7.49,0.26
26.57,13.59,52.49,7.18,0.17
26.52,13.28,52.79,7.31,0.1
26.58,12.98,53.29,6.93,0.22
26.1,14.18,51.86,7.71,0.15
27.0,13.35,52.19,7.36,0.1
26.81,13.65,52.07,7.27,0.2
26.83,12.78,52.88,7.3,0.21
26.42,13.28,53.07,7.07,0.18
26.05,13.49,52.62,7.65,0.18
26.9,12.89,53.3,6.72,0.19
26.41,13.22,53.03,7.14,0.2
25.47,12.24,53.26,8.31,0.71
26.2,13.85,52.54,7.26,0.16
26.15,13.28,53.65,6.82,0.09
26.23,13.14,53.02,7.46,0.15
