PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5
0.137,0.174,0.689,0.174,0.484,0.422,0.031,0.05,0.174,0.137,0.689,0.509,0.199,0.404,0.137,0.012,0.46,0.261,0.28,0.441,0.298,0.211,0.211,0.54,0.46,0.39,-0.533,-0.365,-0.567,0.254
0.139,0.135,0.725,0.185,0.52,0.419,0.05,0.107,0.135,0.139,0.725,0.494,0.209,0.355,0.086,0.043,0.487,0.246,0.267,0.463,0.321,0.205,0.242,0.469,0.531,0.095,-0.418,-0.238,-0.378,0.179
0.156,0.136,0.708,0.131,0.567,0.501,0.058,0.071,0.136,0.156,0.708,0.526,0.224,0.317,0.078,0.028,0.486,0.224,0.29,0.496,0.224,0.204,0.257,0.542,0.458,0.164,-0.503,-0.351,-0.281,0.291
0.133,0.12,0.747,0.285,0.418,0.361,0.082,0.06,0.12,0.133,0.747,0.451,0.259,0.41,0.165,0.044,0.445,0.222,0.333,0.339,0.39,0.321,0.241,0.521,0.479,0.427,-0.397,-0.105,-0.48,0.225
0.12,0.11,0.77,0.219,0.538,0.485,0.056,0.059,0.11,0.12,0.77,0.518,0.189,0.365,0.12,0.043,0.513,0.224,0.263,0.48,0.247,0.25,0.304,0.528,0.472,0.142,-0.742,-0.283,-0.44,0.252
0.155,0.15,0.694,0.15,0.519,0.388,0.049,0.146,0.15,0.155,0.694,0.505,0.228,0.32,0.083,0.029,0.471,0.296,0.233,0.461,0.345,0.199,0.209,0.422,0.578,-0.045,-0.267,-0.25,-0.363,0.132
0.163,0.139,0.698,0.185,0.447,0.36,0.035,0.142,0.139,0.163,0.698,0.431,0.264,0.308,0.071,0.025,0.414,0.327,0.259,0.398,0.371,0.229,0.153,0.422,0.578,0.086,-0.116,-0.32,-0.365,-0.022
0.095,0.104,0.801,0.242,0.49,0.411,0.044,0.111,0.104,0.095,0.801,0.469,0.208,0.372,0.143,0.025,0.374,0.268,0.358,0.43,0.303,0.279,0.261,0.575,0.425,0.146,-0.456,-0.067,-0.463,0.1
0.138,0.092,0.769,0.265,0.406,0.32,0.025,0.123,0.092,0.138,0.769,0.412,0.262,0.372,0.169,0.018,0.363,0.298,0.338,0.363,0.351,0.283,0.218,0.526,0.474,0.357,-0.266,-0.234,-0.455,-0.041
0.117,0.11,0.773,0.24,0.5,0.383,0.019,0.136,0.11,0.117,0.773,0.519,0.169,0.318,0.143,0.058,0.416,0.357,0.227,0.435,0.208,0.292,0.221,0.468,0.532,-0.206,-0.374,-0.363,-0.389,-0.008
0.176,0.112,0.712,0.16,0.504,0.448,0.048,0.088,0.112,0.176,0.712,0.512,0.272,0.28,0.088,0.04,0.4,0.36,0.24,0.48,0.296,0.208,0.224,0.536,0.464,0.139,-0.58,-0.388,-0.295,-0.024
0.047,0.117,0.836,0.294,0.501,0.431,0.047,0.101,0.117,0.047,0.836,0.496,0.135,0.442,0.195,0.031,0.288,0.327,0.384,0.46,0.27,0.306,0.288,0.595,0.405,-0.035,-0.756,0.019,-0.723,0.119
0.13,0.139,0.73,0.104,0.612,0.545,0.072,0.064,0.139,0.13,0.73,0.545,0.217,0.333,0.084,0.017,0.484,0.235,0.281,0.522,0.278,0.206,0.275,0.545,0.455,0.018,-0.813,-0.32,-0.431,0.299
0.185,0.154,0.66,0.179,0.444,0.389,0.056,0.049,0.154,0.185,0.66,0.377,0.278,0.426,0.13,0.025,0.457,0.185,0.358,0.364,0.414,0.235,0.309,0.549,0.451,0.946,-0.585,-0.243,-0.461,0.232
0.126,0.113,0.761,0.203,0.538,0.445,0.06,0.106,0.113,0.126,0.761,0.532,0.206,0.326,0.093,0.037,0.465,0.282,0.252,0.468,0.282,0.236,0.239,0.468,0.532,-0.083,-0.384,-0.259,-0.31,0.22
0.191,0.114,0.695,0.216,0.449,0.363,0.072,0.091,0.114,0.191,0.695,0.465,0.294,0.327,0.13,0.044,0.482,0.247,0.271,0.355,0.327,0.313,0.186,0.438,0.562,0.169,-0.174,-0.355,-0.196,0.161
0.111,0.114,0.776,0.236,0.479,0.37,0.043,0.145,0.114,0.111,0.776,0.477,0.215,0.348,0.135,0.028,0.355,0.333,0.312,0.411,0.318,0.285,0.186,0.474,0.526,-0.145,-0.275,-0.177,-0.477,0.047
0.234,0.136,0.63,0.123,0.506,0.435,0.026,0.071,0.136,0.234,0.63,0.468,0.26,0.305,0.071,0.019,0.61,0.208,0.182,0.461,0.318,0.221,0.227,0.37,0.63,0.152,-0.426,-0.469,-0.093,0.295
0.111,0.107,0.782,0.188,0.582,0.536,0.065,0.054,0.107,0.111,0.782,0.582,0.188,0.337,0.126,0.031,0.464,0.264,0.272,0.517,0.215,0.261,0.303,0.575,0.425,-0.027,-0.847,-0.236,-0.394,0.31
0.161,0.136,0.703,0.203,0.436,0.352,0.024,0.091,0.136,0.161,0.703,0.458,0.248,0.342,0.133,0.045,0.424,0.303,0.273,0.415,0.318,0.239,0.218,0.448,0.552,0.258,-0.327,-0.268,-0.436,-0.002
0.153,0.1,0.747,0.24,0.441,0.328,0.017,0.114,0.1,0.153,0.747,0.459,0.236,0.332,0.114,0.083,0.428,0.314,0.258,0.419,0.301,0.245,0.214,0.45,0.55,0.139,-0.26,-0.257,-0.238,-0.172
0.143,0.145,0.711,0.159,0.512,0.412,0.049,0.087,0.145,0.143,0.711,0.501,0.233,0.329,0.081,0.065,0.456,0.262,0.282,0.443,0.295,0.233,0.226,0.501,0.499,0.198,-0.366,-0.173,-0.284,0.073
0.14,0.14,0.719,0.187,0.482,0.426,0.037,0.064,0.14,0.14,0.719,0.482,0.228,0.373,0.114,0.028,0.434,0.284,0.282,0.438,0.345,0.206,0.222,0.52,0.48,0.31,-0.61,-0.367,-0.556,0.13
0.121,0.124,0.756,0.152,0.565,0.498,0.06,0.051,0.124,0.121,0.756,0.584,0.219,0.308,0.092,0.051,0.435,0.317,0.248,0.479,0.292,0.248,0.203,0.54,0.46,-0.118,-0.741,-0.307,-0.397,0.176
0.047,0.091,0.862,0.189,0.661,0.547,0.024,0.118,0.091,0.047,0.862,0.634,0.083,0.339,0.126,0.035,0.409,0.35,0.24,0.602,0.161,0.224,0.268,0.516,0.484,-0.757,-0.952,-0.327,-0.526,0.168
0.107,0.111,0.781,0.233,0.481,0.433,0.048,0.107,0.111,0.107,0.781,0.485,0.222,0.337,0.144,0.011,0.385,0.311,0.304,0.437,0.322,0.274,0.207,0.5,0.5,-0.165,-0.477,-0.283,-0.544,0.071
0.139,0.112,0.748,0.189,0.517,0.465,0.058,0.058,0.112,0.139,0.748,0.512,0.24,0.333,0.094,0.038,0.465,0.27,0.265,0.461,0.297,0.231,0.243,0.51,0.49,0.175,-0.582,-0.308,-0.376,0.168
0.122,0.103,0.775,0.235,0.489,0.407,0.055,0.096,0.103,0.122,0.775,0.515,0.228,0.345,0.139,0.045,0.385,0.322,0.293,0.428,0.3,0.285,0.225,0.522,0.478,0.021,-0.484,-0.196,-0.397,0.079
0.111,0.092,0.797,0.291,0.463,0.399,0.05,0.09,0.092,0.111,0.797,0.506,0.205,0.39,0.199,0.038,0.348,0.331,0.321,0.416,0.248,0.331,0.267,0.574,0.426,0.147,-0.617,-0.177,-0.491,0.086
0.135,0.123,0.742,0.205,0.5,0.417,0.053,0.085,0.123,0.135,0.742,0.498,0.226,0.347,0.116,0.043,0.445,0.282,0.273,0.432,0.306,0.257,0.215,0.477,0.523,0.043,-0.444,-0.3,-0.398,0.133
0.136,0.116,0.748,0.209,0.496,0.415,0.056,0.09,0.116,0.136,0.748,0.516,0.235,0.343,0.125,0.04,0.421,0.3,0.28,0.428,0.309,0.272,0.221,0.533,0.467,0.113,-0.498,-0.223,-0.373,0.125
0.128,0.119,0.753,0.187,0.528,0.46,0.055,0.072,0.119,0.128,0.753,0.511,0.221,0.34,0.136,0.034,0.434,0.264,0.302,0.455,0.272,0.264,0.243,0.502,0.498,-0.038,-0.597,-0.315,-0.473,0.184
0.148,0.129,0.722,0.153,0.52,0.461,0.031,0.071,0.129,0.148,0.722,0.499,0.228,0.327,0.099,0.026,0.471,0.287,0.242,0.478,0.285,0.2,0.207,0.473,0.527,0.036,-0.627,-0.511,-0.5,0.083
0.152,0.162,0.687,0.172,0.46,0.348,0.03,0.121,0.162,0.152,0.687,0.444,0.237,0.374,0.106,0.03,0.394,0.283,0.323,0.429,0.379,0.202,0.217,0.5,0.5,0.34,-0.261,-0.095,-0.402,0.047
0.073,0.097,0.829,0.313,0.462,0.383,0.04,0.095,0.097,0.073,0.829,0.486,0.167,0.429,0.2,0.042,0.371,0.294,0.335,0.405,0.282,0.337,0.304,0.601,0.399,0.264,-0.654,-0.005,-0.555,0.103
0.154,0.115,0.731,0.209,0.47,0.376,0.057,0.115,0.115,0.154,0.731,0.491,0.264,0.332,0.123,0.029,0.405,0.305,0.29,0.405,0.319,0.272,0.185,0.491,0.509,0.102,-0.216,-0.251,-0.284,0.088
0.105,0.146,0.749,0.217,0.494,0.411,0.043,0.11,0.146,0.105,0.749,0.504,0.186,0.363,0.107,0.05,0.403,0.332,0.265,0.449,0.322,0.248,0.222,0.496,0.504,0.005,-0.523,-0.158,-0.513,0.029
0.13,0.117,0.753,0.177,0.54,0.447,0.023,0.103,0.117,0.13,0.753,0.53,0.19,0.317,0.1,0.023,0.47,0.317,0.213,0.493,0.263,0.213,0.167,0.393,0.607,-0.399,-0.449,-0.519,-0.44,0.124
0.184,0.153,0.663,0.2,0.421,0.311,0.042,0.116,0.153,0.184,0.663,0.447,0.268,0.374,0.126,0.037,0.453,0.295,0.253,0.363,0.358,0.258,0.168,0.447,0.553,0.386,-0.143,-0.345,-0.298,0.001
0.132,0.18,0.688,0.107,0.541,0.478,0.02,0.054,0.18,0.132,0.688,0.507,0.19,0.341,0.068,0.029,0.498,0.298,0.205,0.493,0.322,0.151,0.185,0.415,0.585,-0.019,-0.666,-0.585,-0.63,0.106
0.15,0.157,0.693,0.165,0.493,0.422,0.028,0.059,0.157,0.15,0.693,0.514,0.212,0.333,0.097,0.05,0.521,0.258,0.221,0.455,0.327,0.189,0.222,0.468,0.532,0.175,-0.531,-0.393,-0.485,0.154
0.172,0.224,0.603,0.112,0.474,0.422,0.017,0.06,0.224,0.172,0.603,0.474,0.207,0.328,0.06,0.017,0.612,0.241,0.147,0.457,0.397,0.112,0.172,0.319,0.681,0.092,-0.314,-0.659,-0.596,0.203
0.137,0.122,0.742,0.231,0.435,0.34,0.043,0.128,0.122,0.137,0.742,0.45,0.255,0.34,0.137,0.027,0.371,0.325,0.304,0.371,0.359,0.283,0.17,0.462,0.538,0.065,-0.158,-0.248,-0.423,0.003
0.145,0.125,0.731,0.19,0.511,0.454,0.06,0.08,0.125,0.145,0.731,0.514,0.234,0.334,0.112,0.037,0.434,0.282,0.284,0.449,0.279,0.274,0.244,0.546,0.454,0.15,-0.564,-0.205,-0.318,0.155
0.136,0.127,0.738,0.133,0.59,0.515,0.051,0.054,0.127,0.136,0.738,0.536,0.202,0.322,0.06,0.042,0.551,0.19,0.259,0.521,0.256,0.181,0.295,0.503,0.497,0.127,-0.62,-0.281,-0.296,0.322
0.082,0.101,0.816,0.315,0.419,0.36,0.045,0.101,0.101,0.082,0.816,0.506,0.21,0.423,0.228,0.019,0.273,0.404,0.322,0.371,0.307,0.348,0.21,0.614,0.386,0.219,-0.645,-0.2,-0.697,-0.045
0.121,0.106,0.774,0.312,0.419,0.341,0.088,0.076,0.106,0.121,0.774,0.474,0.251,0.404,0.179,0.059,0.396,0.274,0.331,0.319,0.349,0.365,0.215,0.515,0.485,0.28,-0.295,-0.113,-0.411,0.154
0.1,0.106,0.795,0.248,0.52,0.45,0.091,0.088,0.106,0.1,0.795,0.529,0.218,0.366,0.157,0.036,0.405,0.257,0.338,0.447,0.284,0.299,0.311,0.589,0.411,0.132,-0.553,0.002,-0.406,0.249
0.158,0.127,0.715,0.18,0.483,0.418,0.059,0.093,0.127,0.158,0.715,0.48,0.269,0.288,0.08,0.037,0.461,0.266,0.272,0.43,0.353,0.229,0.198,0.471,0.529,0.039,-0.292,-0.258,-0.348,0.133
0.145,0.154,0.7,0.209,0.43,0.359,0.033,0.069,0.154,0.145,0.7,0.459,0.24,0.359,0.113,0.053,0.483,0.264,0.253,0.389,0.377,0.226,0.191,0.45,0.55,0.297,-0.357,-0.325,-0.526,0.043
0.094,0.108,0.798,0.239,0.497,0.429,0.041,0.074,0.108,0.094,0.798,0.517,0.196,0.368,0.127,0.043,0.429,0.282,0.288,0.462,0.286,0.233,0.247,0.524,0.476,0.108,-0.541,-0.208,-0.508,0.096
0.156,0.152,0.693,0.137,0.511,0.437,0.03,0.078,0.152,0.156,0.693,0.5,0.23,0.319,0.093,0.033,0.478,0.285,0.237,0.47,0.296,0.196,0.207,0.441,0.559,0.058,-0.487,-0.427,-0.454,0.091
0.104,0.078,0.818,0.208,0.541,0.442,0.065,0.121,0.078,0.104,0.818,0.515,0.238,0.333,0.134,0.03,0.346,0.312,0.342,0.446,0.294,0.307,0.264,0.584,0.416,-0.007,-0.567,-0.043,-0.313,0.077
0.168,0.129,0.704,0.236,0.427,0.351,0.058,0.081,0.129,0.168,0.704,0.442,0.267,0.368,0.143,0.048,0.431,0.262,0.306,0.37,0.344,0.285,0.23,0.494,0.506,0.396,-0.295,-0.216,-0.345,0.108
0.103,0.135,0.761,0.194,0.529,0.458,0.084,0.084,0.135,0.103,0.761,0.542,0.226,0.361,0.129,0.026,0.374,0.303,0.323,0.432,0.31,0.297,0.206,0.555,0.445,-0.015,-0.56,-0.121,-0.499,0.222
0.144,0.107,0.748,0.248,0.44,0.379,0.064,0.054,0.107,0.144,0.748,0.493,0.268,0.372,0.161,0.054,0.433,0.268,0.299,0.376,0.359,0.295,0.221,0.523,0.477,0.308,-0.531,-0.242,-0.439,0.096
0.131,0.117,0.753,0.198,0.512,0.424,0.046,0.113,0.117,0.131,0.753,0.502,0.219,0.364,0.134,0.014,0.353,0.353,0.293,0.466,0.283,0.247,0.191,0.473,0.527,-0.126,-0.46,-0.357,-0.418,0.049
0.124,0.119,0.757,0.224,0.506,0.423,0.055,0.108,0.119,0.124,0.757,0.497,0.207,0.362,0.108,0.047,0.467,0.273,0.26,0.436,0.279,0.268,0.249,0.5,0.5,0.126,-0.456,-0.25,-0.32,0.073
0.246,0.079,0.675,0.246,0.405,0.365,0.048,0.056,0.079,0.246,0.675,0.421,0.317,0.341,0.183,0.024,0.492,0.246,0.262,0.333,0.341,0.317,0.262,0.492,0.508,0.575,-0.491,-0.579,-0.198,0.231
0.126,0.129,0.745,0.192,0.505,0.403,0.049,0.114,0.129,0.126,0.745,0.481,0.223,0.345,0.102,0.051,0.391,0.311,0.299,0.444,0.32,0.24,0.223,0.488,0.512,0.036,-0.426,-0.189,-0.409,0.011
0.127,0.136,0.737,0.203,0.513,0.405,0.035,0.117,0.136,0.127,0.737,0.544,0.184,0.323,0.095,0.057,0.449,0.342,0.209,0.465,0.307,0.228,0.212,0.5,0.5,-0.077,-0.475,-0.244,-0.377,0.075
0.12,0.123,0.757,0.193,0.532,0.489,0.056,0.064,0.123,0.12,0.757,0.543,0.209,0.324,0.094,0.035,0.447,0.291,0.262,0.489,0.299,0.209,0.273,0.607,0.393,0.202,-0.72,-0.23,-0.457,0.214
0.141,0.108,0.752,0.22,0.501,0.407,0.057,0.103,0.108,0.141,0.752,0.519,0.229,0.327,0.134,0.048,0.402,0.312,0.286,0.44,0.308,0.273,0.229,0.497,0.503,-0.081,-0.43,-0.213,-0.318,0.13
0.136,0.123,0.742,0.208,0.479,0.424,0.017,0.068,0.123,0.136,0.742,0.513,0.208,0.36,0.148,0.038,0.369,0.364,0.267,0.458,0.297,0.233,0.178,0.479,0.521,-0.077,-0.718,-0.491,-0.607,-0.0
0.129,0.117,0.754,0.167,0.54,0.473,0.03,0.062,0.117,0.129,0.754,0.505,0.206,0.341,0.117,0.035,0.438,0.269,0.294,0.495,0.244,0.236,0.266,0.515,0.485,0.07,-0.683,-0.265,-0.418,0.145
0.149,0.136,0.715,0.179,0.485,0.403,0.044,0.104,0.136,0.149,0.715,0.478,0.244,0.329,0.099,0.03,0.431,0.284,0.285,0.431,0.312,0.238,0.199,0.489,0.511,0.132,-0.314,-0.259,-0.373,0.096
0.148,0.084,0.768,0.244,0.481,0.421,0.06,0.07,0.084,0.148,0.768,0.463,0.251,0.363,0.152,0.028,0.455,0.22,0.325,0.421,0.287,0.291,0.303,0.543,0.457,0.351,-0.459,-0.187,-0.249,0.216
0.061,0.067,0.872,0.362,0.476,0.424,0.121,0.061,0.067,0.061,0.872,0.627,0.216,0.444,0.296,0.023,0.281,0.381,0.338,0.34,0.299,0.47,0.258,0.712,0.288,0.095,-0.927,-0.068,-0.612,0.29
0.159,0.121,0.72,0.229,0.432,0.376,0.068,0.063,0.121,0.159,0.72,0.472,0.286,0.354,0.162,0.035,0.446,0.256,0.297,0.352,0.36,0.307,0.223,0.515,0.485,0.373,-0.405,-0.278,-0.427,0.151
0.124,0.138,0.738,0.21,0.506,0.395,0.033,0.116,0.138,0.124,0.738,0.539,0.18,0.326,0.097,0.064,0.459,0.331,0.21,0.453,0.304,0.235,0.207,0.486,0.514,-0.082,-0.436,-0.251,-0.387,0.072
0.16,0.098,0.742,0.296,0.399,0.323,0.049,0.087,0.098,0.16,0.742,0.467,0.255,0.361,0.163,0.06,0.435,0.31,0.255,0.351,0.326,0.334,0.207,0.495,0.505,0.282,-0.295,-0.233,-0.262,0.023
0.141,0.148,0.711,0.207,0.414,0.357,0.048,0.108,0.148,0.141,0.711,0.416,0.28,0.337,0.119,0.009,0.394,0.286,0.319,0.357,0.423,0.24,0.161,0.447,0.553,0.197,-0.145,-0.311,-0.599,0.064
0.106,0.109,0.785,0.31,0.433,0.384,0.079,0.08,0.109,0.106,0.785,0.484,0.227,0.434,0.188,0.038,0.326,0.34,0.334,0.369,0.316,0.342,0.231,0.59,0.41,0.339,-0.576,-0.162,-0.522,0.059
0.16,0.124,0.716,0.198,0.471,0.385,0.029,0.097,0.124,0.16,0.716,0.464,0.236,0.342,0.119,0.02,0.473,0.266,0.261,0.421,0.349,0.23,0.189,0.453,0.547,0.065,-0.355,-0.4,-0.417,0.154
0.13,0.114,0.756,0.242,0.46,0.398,0.062,0.07,0.114,0.13,0.756,0.492,0.246,0.347,0.122,0.07,0.406,0.288,0.307,0.426,0.326,0.26,0.249,0.526,0.474,0.23,-0.487,-0.097,-0.411,0.031
0.129,0.137,0.734,0.159,0.547,0.473,0.044,0.063,0.137,0.129,0.734,0.5,0.201,0.357,0.099,0.047,0.481,0.231,0.288,0.489,0.28,0.212,0.291,0.511,0.489,0.189,-0.698,-0.236,-0.455,0.192
0.123,0.147,0.729,0.21,0.472,0.382,0.038,0.115,0.147,0.123,0.729,0.473,0.21,0.374,0.115,0.023,0.405,0.306,0.289,0.414,0.336,0.244,0.194,0.505,0.495,0.169,-0.318,-0.239,-0.466,0.094
0.2,0.092,0.708,0.131,0.523,0.415,0.023,0.077,0.092,0.2,0.708,0.492,0.277,0.285,0.077,0.054,0.454,0.3,0.246,0.477,0.285,0.177,0.185,0.431,0.569,0.027,-0.42,-0.566,-0.184,0.013
0.119,0.128,0.753,0.258,0.431,0.336,0.027,0.127,0.128,0.119,0.753,0.46,0.21,0.384,0.149,0.034,0.392,0.335,0.273,0.386,0.336,0.278,0.203,0.483,0.517,0.182,-0.333,-0.234,-0.511,-0.033
0.149,0.135,0.716,0.115,0.591,0.538,0.062,0.058,0.135,0.149,0.716,0.543,0.221,0.312,0.082,0.014,0.524,0.212,0.264,0.514,0.24,0.192,0.279,0.553,0.447,0.134,-0.672,-0.419,-0.35,0.343
0.148,0.126,0.726,0.203,0.471,0.384,0.041,0.088,0.126,0.148,0.726,0.458,0.241,0.37,0.134,0.055,0.392,0.296,0.312,0.414,0.315,0.268,0.241,0.501,0.499,0.276,-0.532,-0.219,-0.428,0.006
0.135,0.125,0.74,0.196,0.517,0.414,0.071,0.103,0.125,0.135,0.74,0.532,0.233,0.346,0.125,0.034,0.439,0.294,0.267,0.431,0.297,0.282,0.218,0.52,0.48,0.053,-0.398,-0.203,-0.3,0.168
0.142,0.136,0.723,0.162,0.525,0.44,0.032,0.1,0.136,0.142,0.723,0.493,0.209,0.339,0.103,0.027,0.44,0.295,0.265,0.478,0.289,0.212,0.248,0.493,0.507,0.094,-0.548,-0.314,-0.431,0.12
0.126,0.115,0.759,0.149,0.569,0.448,0.046,0.08,0.115,0.126,0.759,0.592,0.213,0.316,0.098,0.057,0.46,0.305,0.236,0.477,0.264,0.236,0.224,0.534,0.466,0.008,-0.551,-0.275,-0.23,0.131
0.136,0.121,0.743,0.197,0.502,0.417,0.056,0.09,0.121,0.136,0.743,0.509,0.236,0.34,0.117,0.042,0.421,0.292,0.287,0.433,0.318,0.258,0.22,0.524,0.476,0.102,-0.483,-0.224,-0.383,0.124
0.115,0.101,0.784,0.23,0.498,0.432,0.035,0.101,0.101,0.115,0.784,0.467,0.206,0.362,0.111,0.024,0.404,0.303,0.293,0.453,0.3,0.247,0.24,0.512,0.488,0.092,-0.564,-0.255,-0.481,0.088
0.131,0.136,0.733,0.253,0.446,0.367,0.057,0.081,0.136,0.131,0.733,0.5,0.222,0.362,0.122,0.063,0.457,0.287,0.256,0.398,0.355,0.26,0.201,0.459,0.541,0.115,-0.32,-0.209,-0.42,0.109
0.134,0.142,0.724,0.216,0.453,0.378,0.036,0.098,0.142,0.134,0.724,0.467,0.225,0.362,0.114,0.026,0.443,0.31,0.248,0.402,0.353,0.248,0.155,0.415,0.585,0.019,-0.317,-0.389,-0.515,0.058
0.08,0.053,0.867,0.324,0.5,0.468,0.096,0.069,0.053,0.08,0.867,0.585,0.218,0.356,0.218,0.021,0.378,0.309,0.314,0.404,0.287,0.399,0.261,0.601,0.399,-0.209,-0.746,-0.117,-0.488,0.321
0.135,0.148,0.717,0.154,0.525,0.416,0.08,0.122,0.148,0.135,0.717,0.494,0.253,0.337,0.078,0.04,0.384,0.295,0.321,0.432,0.338,0.255,0.202,0.519,0.481,0.095,-0.305,-0.069,-0.309,0.104
0.089,0.115,0.796,0.267,0.478,0.419,0.03,0.1,0.115,0.089,0.796,0.474,0.17,0.393,0.167,0.026,0.374,0.293,0.333,0.452,0.256,0.3,0.326,0.581,0.419,0.269,-0.587,0.037,-0.468,0.111
0.115,0.144,0.74,0.192,0.495,0.409,0.043,0.096,0.144,0.115,0.74,0.51,0.212,0.365,0.125,0.019,0.462,0.279,0.26,0.433,0.346,0.231,0.212,0.49,0.51,0.102,-0.464,-0.286,-0.553,0.152
0.087,0.095,0.818,0.257,0.518,0.443,0.063,0.099,0.095,0.087,0.818,0.51,0.194,0.383,0.146,0.043,0.308,0.328,0.364,0.49,0.277,0.265,0.304,0.617,0.383,0.102,-0.647,0.054,-0.41,0.068
0.141,0.109,0.75,0.22,0.514,0.459,0.062,0.073,0.109,0.141,0.75,0.495,0.22,0.378,0.136,0.027,0.432,0.266,0.302,0.457,0.272,0.264,0.283,0.546,0.454,0.232,-0.642,-0.28,-0.358,0.207
0.163,0.16,0.678,0.215,0.416,0.372,0.041,0.062,0.16,0.163,0.678,0.423,0.25,0.39,0.142,0.021,0.408,0.295,0.297,0.36,0.396,0.259,0.185,0.485,0.515,0.398,-0.458,-0.396,-0.595,0.142
0.194,0.054,0.753,0.172,0.495,0.43,0.043,0.065,0.054,0.194,0.753,0.559,0.323,0.161,0.065,0.075,0.495,0.301,0.204,0.484,0.323,0.172,0.183,0.473,0.527,-0.207,-0.322,-0.458,-0.132,0.009
0.195,0.12,0.685,0.191,0.427,0.365,0.037,0.1,0.12,0.195,0.685,0.419,0.299,0.282,0.095,0.033,0.427,0.307,0.266,0.382,0.361,0.237,0.145,0.373,0.627,0.021,-0.12,-0.514,-0.35,0.015
0.143,0.112,0.745,0.236,0.478,0.441,0.031,0.025,0.112,0.143,0.745,0.522,0.205,0.373,0.137,0.081,0.509,0.236,0.255,0.478,0.261,0.217,0.317,0.559,0.441,0.433,-0.875,-0.276,-0.469,0.084
0.129,0.127,0.745,0.241,0.433,0.375,0.054,0.091,0.127,0.129,0.745,0.451,0.253,0.394,0.143,0.019,0.371,0.312,0.317,0.367,0.372,0.274,0.187,0.531,0.469,0.347,-0.434,-0.301,-0.565,0.053
0.132,0.117,0.751,0.204,0.5,0.396,0.052,0.121,0.117,0.132,0.751,0.493,0.23,0.333,0.112,0.039,0.414,0.279,0.307,0.442,0.294,0.247,0.234,0.5,0.5,0.066,-0.267,-0.145,-0.316,0.106
0.132,0.141,0.727,0.199,0.469,0.392,0.012,0.115,0.141,0.132,0.727,0.428,0.203,0.342,0.098,0.038,0.447,0.273,0.28,0.447,0.325,0.206,0.211,0.385,0.615,-0.063,-0.35,-0.341,-0.556,-0.002
0.129,0.114,0.757,0.209,0.524,0.437,0.023,0.087,0.114,0.129,0.757,0.509,0.177,0.353,0.121,0.039,0.474,0.293,0.233,0.481,0.274,0.231,0.237,0.439,0.561,-0.134,-0.619,-0.391,-0.465,0.16
0.111,0.104,0.785,0.243,0.514,0.441,0.046,0.091,0.104,0.111,0.785,0.506,0.185,0.38,0.119,0.025,0.456,0.294,0.251,0.458,0.304,0.235,0.218,0.448,0.552,-0.104,-0.529,-0.415,-0.467,0.174
0.132,0.092,0.776,0.24,0.493,0.414,0.079,0.082,0.092,0.132,0.776,0.52,0.253,0.322,0.082,0.106,0.412,0.296,0.293,0.483,0.317,0.232,0.309,0.538,0.462,0.239,-0.554,0.119,-0.229,-0.042
0.096,0.077,0.827,0.229,0.577,0.523,0.1,0.06,0.077,0.096,0.827,0.573,0.217,0.348,0.15,0.027,0.404,0.265,0.331,0.458,0.271,0.321,0.269,0.592,0.408,-0.168,-0.76,-0.198,-0.381,0.362
0.134,0.118,0.749,0.237,0.463,0.377,0.033,0.077,0.118,0.134,0.749,0.468,0.215,0.389,0.162,0.047,0.407,0.293,0.299,0.415,0.298,0.262,0.236,0.511,0.489,0.227,-0.532,-0.329,-0.502,0.051
0.112,0.099,0.789,0.252,0.5,0.443,0.079,0.081,0.099,0.112,0.789,0.517,0.229,0.376,0.165,0.023,0.397,0.296,0.307,0.419,0.289,0.313,0.25,0.559,0.441,0.099,-0.587,-0.243,-0.442,0.18
0.147,0.16,0.693,0.239,0.429,0.387,0.021,0.109,0.16,0.147,0.693,0.395,0.193,0.408,0.109,0.017,0.487,0.252,0.261,0.399,0.353,0.244,0.265,0.487,0.513,0.498,-0.501,-0.277,-0.545,0.118
0.2,0.142,0.658,0.183,0.433,0.383,0.017,0.042,0.142,0.2,0.658,0.442,0.258,0.358,0.108,0.042,0.567,0.225,0.208,0.375,0.3,0.208,0.2,0.417,0.583,0.567,-0.386,-0.744,-0.404,0.102
0.158,0.123,0.719,0.123,0.535,0.5,0.044,0.053,0.123,0.158,0.719,0.526,0.263,0.246,0.044,0.044,0.447,0.325,0.228,0.5,0.325,0.193,0.202,0.456,0.544,-0.1,-0.611,-0.349,-0.355,0.094
0.185,0.12,0.695,0.207,0.451,0.378,0.033,0.08,0.12,0.185,0.695,0.451,0.255,0.364,0.142,0.04,0.436,0.298,0.265,0.4,0.273,0.269,0.215,0.476,0.524,0.341,-0.434,-0.489,-0.312,0.017
